,feature,importance
0,lag_1,0.0483759910788565
1,lag_2,0.003302805174182675
2,lag_3,0.09850555871355304
3,lag_4,0.0895497659938503
4,lag_5,0.018030805344806663
5,lag_6,0.13852821631436704
6,lag_7,0.2495384489048337
7,lag_8,0.005981676615668023
8,lag_9,0.0011615648647001228
9,lag_10,0.04457304103561542
10,lag_11,0.0023302728879604066
11,lag_12,0.0030450744009898234
12,lag_13,0.0062392093983172124
13,lag_14,0.022883519269573313
14,lag_15,0.002192089751074578
15,lag_16,0.0016928618956426683
16,lag_17,0.007561898374777899
17,lag_18,0.0009812425929609891
18,lag_19,0.0018759988995575758
19,lag_20,0.004063682419078573
20,lag_21,0.006133553081307754
21,lag_22,0.0027355556950898097
22,lag_23,0.0010094170173263525
23,lag_24,0.0028420083615613395
24,lag_25,0.002048152410322266
25,lag_26,0.005347119252920905
26,lag_27,0.002831557689444725
27,lag_28,0.0033643122333045176
28,lag_29,0.002888281333817982
29,lag_30,0.0018627256357269906
30,lag_31,0.005851129083231966
31,lag_32,0.006744027415113684
32,lag_33,0.0029077156929295848
33,lag_34,0.0038482610735122223
34,lag_35,0.011140872832179318
35,lag_36,0.0026571818223140083
36,lag_37,0.0008908980229680497
37,lag_38,0.004436424787668679
38,lag_39,0.002311293353790728
39,lag_40,0.002593679009129757
40,lag_41,0.003544605133965556
41,lag_42,0.010839106061851346
42,lag_43,0.0011150925193804937
43,lag_44,0.0026054144100886335
44,lag_45,0.00290137855020485
45,lag_46,0.008439664606264425
46,lag_47,0.0014863316328192415
47,lag_48,0.005286192400482276
48,lag_49,0.0025998081291108747
49,lag_50,0.0019623283990018317
50,lag_51,0.00134028431143376
51,lag_52,0.003291491629824664
52,lag_53,0.0011976153973708588
53,lag_54,0.002527761429418722
54,lag_55,0.002891449495827215
55,lag_56,0.0014233046330324774
56,lag_57,0.0018736425877870443
57,lag_58,0.002116547345142875
58,lag_59,0.0026439488194198927
59,lag_60,0.0021531648678522336
60,lag_61,0.0029188890230172925
61,lag_62,0.006410125532508996
62,lag_63,0.0029833489499055815
63,lag_64,0.0010745543825798041
64,lag_65,0.0006518619954691606
65,lag_66,0.004340468107338749
66,lag_67,0.002564760488034148
67,lag_68,0.0009944356330928137
68,lag_69,0.002416278234097167
69,lag_70,0.011658597677686412
70,lag_71,0.0017877196733020494
71,lag_72,0.0011053905394713326
72,lag_73,0.004264734531595656
73,lag_74,0.0007843963773740354
74,lag_75,0.005746769816761503
75,lag_76,0.0030778632798184814
76,lag_77,0.008505777778775987
77,lag_78,0.0015145219259735463
78,lag_79,0.0019331722396949509
79,lag_80,0.0030462248944483085
80,lag_81,0.0012791002511106124
81,lag_82,0.010622520872433467
82,lag_83,0.0017715202204120453
83,lag_84,0.004341745719696167
84,lag_85,0.00452327593824635
85,lag_86,0.0017687538099033311
86,lag_87,0.005185023403951092
87,lag_88,0.008485978678624563
88,lag_89,0.002570393970019496
89,lag_90,0.0045747739603505784
