,feature,importance
0,lag_1,0.12552179904336103
1,lag_2,0.010880437966871433
2,lag_3,0.11047516270166592
3,lag_4,0.013937067183425904
4,lag_5,0.012099494667074466
5,lag_6,0.08392771800222859
6,lag_7,0.049175065532288544
7,lag_8,0.008439534572448218
8,lag_9,0.005337187486773897
9,lag_10,0.0032770293574084595
10,lag_11,0.0016850246359820672
11,lag_12,0.0014708691839178019
12,lag_13,0.009809279561066185
13,lag_14,0.002814940836672371
14,lag_15,0.008072353940288214
15,lag_16,0.0023754383598339254
16,lag_17,0.00033922174841780295
17,lag_18,0.0017210344555296858
18,lag_19,0.002028994983459677
19,lag_20,0.006745645430894686
20,lag_21,0.017891697916735876
21,lag_22,0.0018978255098812034
22,lag_23,0.0012504494421006766
23,lag_24,0.08728261591301141
24,lag_25,0.12569667924345687
25,lag_26,0.0013370882928128095
26,lag_27,0.015736379820890094
27,lag_28,0.02026153971376447
28,lag_29,0.0073740864597561856
29,lag_30,0.025773255735962966
30,lag_31,0.010096272272339946
31,lag_32,0.002484961315847644
32,lag_33,0.0028170296002125194
33,lag_34,0.0011083803016981207
34,lag_35,0.0009873790023862301
35,lag_36,0.008874475790250021
36,lag_37,0.0032216669181873124
37,lag_38,0.0008299400899807239
38,lag_39,0.0005556653402468688
39,lag_40,0.0008435359800702979
40,lag_41,0.0025625087163576523
41,lag_42,0.00285272224030396
42,lag_43,0.0009858868857207223
43,lag_44,0.0004638065061501769
44,lag_45,0.0009401723796410543
45,lag_46,0.0012772761161215186
46,lag_47,0.0033417022828361037
47,lag_48,0.0030063764032153342
48,lag_49,0.00208879641802154
49,lag_50,0.0010656977065162906
50,lag_51,0.0014979772756906376
51,lag_52,0.001613804260008895
52,lag_53,0.006975438211956742
53,lag_54,0.011593971174299219
54,lag_55,0.008634321598375507
55,lag_56,0.0010072146515518784
56,lag_57,0.0005040163219585205
57,lag_58,0.0019330587719812934
58,lag_59,0.0014824477164005847
59,lag_60,0.001415315427552196
60,lag_61,0.002665465165725419
61,lag_62,0.014470415831949548
62,lag_63,0.0012708737400809402
63,lag_64,0.005464788738859173
64,lag_65,0.00806353963727766
65,lag_66,0.008282352287136774
66,lag_67,0.001935286519362794
67,lag_68,0.0012345762806568739
68,lag_69,0.004055712360385672
69,lag_70,0.0005958321950169035
70,lag_71,0.0036757737112281166
71,lag_72,0.003645076452706537
72,lag_73,0.027036412742696445
73,lag_74,0.0013383665780781777
74,lag_75,0.002039936230614412
75,lag_76,0.0004963259449274727
76,lag_77,0.001232994069408372
77,lag_78,0.0019518762503794387
78,lag_79,0.003804516495975686
79,lag_80,0.009445064587044099
80,lag_81,0.0011033159709612987
81,lag_82,0.004000551111320536
82,lag_83,0.0006034926604733272
83,lag_84,0.00187183117001787
84,lag_85,0.007874284580437435
85,lag_86,0.004697643385674386
86,lag_87,0.01903315865198195
87,lag_88,0.0022259253953768967
88,lag_89,0.00246943207931534
89,lag_90,0.0017184438010694747
