,feature,importance
0,lag_1,0.005085689170335177
1,lag_2,0.005651694195324011
2,lag_3,0.002358088599059045
3,lag_4,0.002557577853314297
4,lag_5,0.004177209831937364
5,lag_6,0.0006805539970263126
6,lag_7,0.3515555416171211
7,lag_8,0.0005350554719579287
8,lag_9,0.012465082775785782
9,lag_10,0.0011178535910063563
10,lag_11,0.00205970299108548
11,lag_12,0.006215061163978285
12,lag_13,0.002016200778159524
13,lag_14,0.02243295664164751
14,lag_15,0.003742299930461264
15,lag_16,0.006795684684712867
16,lag_17,0.0007586070958155528
17,lag_18,0.001830854144917805
18,lag_19,0.001396840647285553
19,lag_20,0.00032860612644173187
20,lag_21,0.02264236075364559
21,lag_22,0.000450148217799881
22,lag_23,0.005863467986798766
23,lag_24,0.0005107973063521857
24,lag_25,0.0006206690537933548
25,lag_26,0.0011037416599999057
26,lag_27,0.0003432025447793378
27,lag_28,0.01549079996013269
28,lag_29,0.0005763407315149139
29,lag_30,0.0015111876667667822
30,lag_31,0.00147437408614251
31,lag_32,0.0006073740590995665
32,lag_33,0.0011186139325405349
33,lag_34,0.0010611440882628566
34,lag_35,0.057417013990744226
35,lag_36,0.0006610470525624926
36,lag_37,0.0034364278961174265
37,lag_38,0.0007852806541806059
38,lag_39,0.0023273241787075405
39,lag_40,0.0022696560196624653
40,lag_41,0.0022163391800396094
41,lag_42,0.11565282351338822
42,lag_43,0.0003020665206065252
43,lag_44,0.006767870564387641
44,lag_45,0.001383084230371169
45,lag_46,0.0004690695436553036
46,lag_47,0.006769947470382132
47,lag_48,0.0002717179185834209
48,lag_49,0.10298811012963291
49,lag_50,0.00042915484151008075
50,lag_51,0.03390150515149637
51,lag_52,0.006075937405078412
52,lag_53,0.002853257517919876
53,lag_54,0.0020410379420889913
54,lag_55,0.000309204212980705
55,lag_56,0.038177524255617955
56,lag_57,0.0010229746172958887
57,lag_58,0.0032724368344856144
58,lag_59,0.0013258723909749307
59,lag_60,0.0006353531458903846
60,lag_61,0.006675333923701541
61,lag_62,0.00020460073918800566
62,lag_63,0.006748551623538191
63,lag_64,0.0005133521043416154
64,lag_65,0.005674792941091248
65,lag_66,0.002331461249238653
66,lag_67,0.0010498213742991124
67,lag_68,0.006347526431832254
68,lag_69,0.00059623245166027
69,lag_70,0.010059443637484525
70,lag_71,0.0003927483444963925
71,lag_72,0.00046807726554102006
72,lag_73,0.0018394357511407255
73,lag_74,0.0003943098240919604
74,lag_75,0.014759609791668741
75,lag_76,0.00033459311779223734
76,lag_77,0.003943172277493091
77,lag_78,0.005222118148848406
78,lag_79,0.002308996098174997
79,lag_80,0.0012231762017023866
80,lag_81,0.000691565402445898
81,lag_82,0.002609149678752297
82,lag_83,0.0006382056359534005
83,lag_84,0.035453146365122395
84,lag_85,0.0007875164565880466
85,lag_86,0.0030122598363231034
86,lag_87,0.001965206920873096
87,lag_88,0.0005484107632521206
88,lag_89,0.0013048749171249375
89,lag_90,0.0010048901928766518
