,feature,importance
0,lag_1,0.030104119494332515
1,lag_2,0.003446389932302399
2,lag_3,0.006239311748088993
3,lag_4,0.008142803107765382
4,lag_5,0.004065857179699456
5,lag_6,0.003715132047732735
6,lag_7,0.6472523794007458
7,lag_8,0.00942215178526871
8,lag_9,0.0007132287075162398
9,lag_10,0.002410473980126008
10,lag_11,0.012714001444111906
11,lag_12,0.004896855780457978
12,lag_13,0.0018371517941303253
13,lag_14,0.007786934890967381
14,lag_15,0.021661178351858393
15,lag_16,0.0005417047502987372
16,lag_17,0.0005775172038883267
17,lag_18,0.0004675527786319026
18,lag_19,0.0028555115190588972
19,lag_20,0.0011528078116969298
20,lag_21,0.00381885459537126
21,lag_22,0.004610174036370157
22,lag_23,0.0004353703315059791
23,lag_24,0.0003656115910838876
24,lag_25,0.001140602640193674
25,lag_26,0.00036179439938001997
26,lag_27,0.000551688961975995
27,lag_28,0.005161749735323251
28,lag_29,0.0009418063429894311
29,lag_30,0.00037543711264469864
30,lag_31,0.0023098023497190277
31,lag_32,0.0017862483485100614
32,lag_33,0.0005844954454866196
33,lag_34,0.0009702012956295614
34,lag_35,0.0020270003039458023
35,lag_36,0.0019409895797892502
36,lag_37,0.0004437222761235059
37,lag_38,0.0010168647379144083
38,lag_39,0.0017130651666736078
39,lag_40,0.0020727084114394857
40,lag_41,0.0012600059222163294
41,lag_42,0.00315549240856628
42,lag_43,0.0014240845417949517
43,lag_44,0.0003235671568123139
44,lag_45,0.0010622244055647078
45,lag_46,0.0010848990024066641
46,lag_47,0.0014961886239523092
47,lag_48,0.0015672387003325026
48,lag_49,0.0034596284062995636
49,lag_50,0.0012524907128117133
50,lag_51,0.0008558296996168401
51,lag_52,0.0007157591242207167
52,lag_53,0.000544869339754818
53,lag_54,0.0014941618074912392
54,lag_55,0.0018335790339425618
55,lag_56,0.006869206443664484
56,lag_57,0.003106625692318163
57,lag_58,0.0007547275156546973
58,lag_59,0.0010340288787802697
59,lag_60,0.0011036769039382652
60,lag_61,0.0020043995024406768
61,lag_62,0.0007674727793670429
62,lag_63,0.0073384963481516255
63,lag_64,0.004086794942554589
64,lag_65,0.0006900822535863189
65,lag_66,0.0010194997466458347
66,lag_67,0.0017991601132192345
67,lag_68,0.0007606005747999926
68,lag_69,0.002659506863180027
69,lag_70,0.0012740506579772988
70,lag_71,0.002900792066276419
71,lag_72,0.0012395247656624454
72,lag_73,0.0014223393510151942
73,lag_74,0.009523358613617736
74,lag_75,0.006312754924231008
75,lag_76,0.01681427125454206
76,lag_77,0.006098779370269327
77,lag_78,0.001043251370837259
78,lag_79,0.0014735887496187044
79,lag_80,0.0010188908470676848
80,lag_81,0.002124182127306092
81,lag_82,0.008939743351642515
82,lag_83,0.002776925506025934
83,lag_84,0.05236416177148679
84,lag_85,0.0011663749219066723
85,lag_86,0.001053273998748446
86,lag_87,0.0008840073682217742
87,lag_88,0.004000548834057407
88,lag_89,0.015280308690769526
89,lag_90,0.0041333226438862326
