,date,y,pred
0,2021-07-12,2013.0,865.4711970577998
1,2021-07-13,1476.0,551.470546815422
2,2021-07-14,1309.0,711.2061874910439
3,2021-07-15,980.0,907.6271038398766
4,2021-07-16,1342.0,916.1048236482892
5,2021-07-17,0.0,348.54796367152227
6,2021-07-18,0.0,306.4923689207079
7,2021-07-19,2552.0,1516.5932137308298
8,2021-07-20,1875.0,1150.0610207390755
9,2021-07-21,1459.0,1129.1319649437323
10,2021-07-22,1860.0,1130.594584204149
11,2021-07-23,1987.0,1171.9647732150183
12,2021-07-24,2015.0,399.47523704987174
13,2021-07-25,1022.0,309.3393800614142
14,2021-07-26,621.0,1973.9746922187821
15,2021-07-27,2052.0,1933.6739825480624
16,2021-07-28,1703.0,1662.1054741230996
17,2021-07-29,2843.0,1900.9114608134923
18,2021-07-30,2544.0,1903.924228478058
19,2021-07-31,1339.0,1746.6080525832556
20,2021-08-01,1984.0,1388.2202665748223
21,2021-08-02,844.0,1482.7995514246504
22,2021-08-03,2343.0,1867.0410842857145
23,2021-08-04,2838.0,2100.449697294372
24,2021-08-05,2777.0,2355.328421428572
25,2021-08-06,3037.0,2005.4085764735262
26,2021-08-07,2633.0,1796.9588747974249
27,2021-08-08,1369.0,1780.3317093795092
28,2021-08-09,995.0,1591.358450321098
29,2021-08-10,2620.0,2210.6212296536796
30,2021-08-11,2940.0,2487.311231179932
31,2021-08-12,2318.0,2697.3284973760165
32,2021-08-13,3023.0,2591.6867824409505
33,2021-08-14,2117.0,2063.5988908119652
34,2021-08-15,1517.0,1752.2876040214169
35,2021-08-16,856.0,1509.3702394745778
36,2021-08-17,2203.0,2298.32531063381
37,2021-08-18,2685.0,2502.1919133307874
38,2021-08-19,3549.0,2663.3908267830216
39,2021-08-20,2407.0,2606.5991341131444
40,2021-08-21,2520.0,2093.189599403978
41,2021-08-22,1229.0,1654.4153668814517
42,2021-08-23,986.0,1336.456085753089
43,2021-08-24,2223.0,2463.300157944997
44,2021-08-25,2781.0,2756.7305534575075
45,2021-08-26,2318.0,2995.7405340434425
46,2021-08-27,2866.0,2777.2742507597327
47,2021-08-28,2166.0,2637.136643331961
48,2021-08-29,787.0,1648.4731485474192
49,2021-08-30,882.0,1199.7443589679783
50,2021-08-31,2626.0,2335.8581754530874
51,2021-09-01,2890.0,2666.386361685537
52,2021-09-02,2453.0,2947.4317404539916
53,2021-09-03,2129.0,2715.4744149073663
54,2021-09-04,2360.0,2554.5542480539584
55,2021-09-05,1072.0,1374.5136502442
56,2021-09-06,937.0,1140.3229844246007
57,2021-09-07,583.0,2535.209224718568
58,2021-09-08,2181.0,2892.3519943019937
59,2021-09-09,2481.0,2782.633663049914
60,2021-09-10,2159.0,2689.0055348462024
61,2021-09-11,1749.0,2334.7530972369163
62,2021-09-12,1116.0,1346.0482217926517
63,2021-09-13,646.0,1014.1296757389748
64,2021-09-14,1544.0,1089.5711274329437
65,2021-09-15,1919.0,2161.834655313053
66,2021-09-16,1824.0,2349.725481455546
67,2021-09-17,1809.0,2299.440802767814
68,2021-09-18,1574.0,1965.2558299934888
69,2021-09-19,739.0,1306.2716950983677
70,2021-09-20,396.0,961.4390799505478
71,2021-09-21,1401.0,1268.6647482256444
72,2021-09-22,1463.0,1981.9302791329603
73,2021-09-23,1540.0,1853.1559152353984
74,2021-09-24,1365.0,1710.6055676750457
75,2021-09-25,1012.0,1220.7806833301156
76,2021-09-26,417.0,967.8107954771046
77,2021-09-27,470.0,733.9542486886646
78,2021-09-28,800.0,1083.1252973510148
79,2021-09-29,1153.0,1214.7137009378002
80,2021-09-30,1004.0,1097.604387695094
81,2021-10-01,857.0,971.2721642696397
82,2021-10-02,642.0,799.5538249523788
83,2021-10-03,486.0,650.8177310567204
84,2021-10-04,195.0,573.0679021798443
85,2021-10-05,747.0,782.6170859517347
86,2021-10-06,882.0,792.8649588660479
87,2021-10-07,893.0,826.7354116942506
88,2021-10-08,739.0,736.090914214673
89,2021-10-09,887.0,549.585184996142
90,2021-10-10,467.0,527.4417114653897
91,2021-10-11,217.0,577.6213156168665
92,2021-10-12,733.0,649.11474644081
93,2021-10-13,694.0,792.0333901055127
94,2021-10-14,781.0,738.8362799288302
95,2021-10-15,714.0,690.059788743786
96,2021-10-16,562.0,571.9835746660092
97,2021-10-17,383.0,377.6452966600891
98,2021-10-18,142.0,351.2109107630359
99,2021-10-19,661.0,543.9768390515318
100,2021-10-20,672.0,562.1510396552904
101,2021-10-21,506.0,538.5587607544044
102,2021-10-22,622.0,630.4231288627117
103,2021-10-23,440.0,623.9830732938324
104,2021-10-24,246.0,476.6327690961035
105,2021-10-25,161.0,234.20839865303213
106,2021-10-26,502.0,525.2417648832951
107,2021-10-27,559.0,587.7039759634386
108,2021-10-28,517.0,528.0290143176743
109,2021-10-29,546.0,556.5544465881283
110,2021-10-30,464.0,435.8141094266474
111,2021-10-31,221.0,283.9978817718164
112,2021-11-01,137.0,246.91217930020932
113,2021-11-02,641.0,430.8462260029174
114,2021-11-03,546.0,487.41164960013776
115,2021-11-04,428.0,504.7689083653581
116,2021-11-05,557.0,530.7063321383308
117,2021-11-06,455.0,374.0485330128544
118,2021-11-07,266.0,230.8605152534914
119,2021-11-08,141.0,172.51563875600345
120,2021-11-09,614.0,505.25984181434194
121,2021-11-10,675.0,501.4594079349322
122,2021-11-11,673.0,428.2198333470712
123,2021-11-12,515.0,486.4456128089372
124,2021-11-13,590.0,366.65271755586105
125,2021-11-14,307.0,248.22462583242574
126,2021-11-15,151.0,168.06993406915674
