,feature,importance
0,lag_1,0.07534281138378655
1,lag_2,0.006474141513624235
2,lag_3,0.006251130553351779
3,lag_4,0.0026221387932143657
4,lag_5,0.010093053338295408
5,lag_6,0.009475556885200881
6,lag_7,0.6367526289782259
7,lag_8,0.025160931512281732
8,lag_9,0.0016304695072094362
9,lag_10,0.0019167471281358573
10,lag_11,0.002945773060608991
11,lag_12,0.0036515872398832105
12,lag_13,0.0035158231532585616
13,lag_14,0.020378433392977666
14,lag_15,0.012026513173492875
15,lag_16,0.000767370438887469
16,lag_17,0.0010863674994647109
17,lag_18,0.0038150206360682334
18,lag_19,0.002205248594370181
19,lag_20,0.004237623712328918
20,lag_21,0.006354142247692791
21,lag_22,0.0035766497853071946
22,lag_23,0.0007355537885539107
23,lag_24,0.0005860889113687168
24,lag_25,0.002169026702499104
25,lag_26,0.001181418000610979
26,lag_27,0.001026159883655303
27,lag_28,0.002108612524495073
28,lag_29,0.0028503651475913026
29,lag_30,0.0011653976843072084
30,lag_31,0.0008777670346664685
31,lag_32,0.0008495577844653462
32,lag_33,0.0006701868583566721
33,lag_34,0.0015911410337654662
34,lag_35,0.002335643487686457
35,lag_36,0.0025104246036426886
36,lag_37,0.005680625818219439
37,lag_38,0.0063479428198128
38,lag_39,0.000968490327517695
39,lag_40,0.0032983408082148955
40,lag_41,0.0012798918196295407
41,lag_42,0.0016557031388260489
42,lag_43,0.0016669906871888168
43,lag_44,0.0012633850714894265
44,lag_45,0.0007077368948919745
45,lag_46,0.0024854880247306187
46,lag_47,0.0015092073812814292
47,lag_48,0.0009245934457999872
48,lag_49,0.0028251042560824943
49,lag_50,0.01037223421099563
50,lag_51,0.0016667588819469664
51,lag_52,0.0007753033146291596
52,lag_53,0.0016544347424824282
53,lag_54,0.0044695920242518875
54,lag_55,0.0007684663536492864
55,lag_56,0.0014239273134718248
56,lag_57,0.007517055341117105
57,lag_58,0.001212575366513505
58,lag_59,0.0006018853050308913
59,lag_60,0.0023513207374831688
60,lag_61,0.0010844090076072813
61,lag_62,0.0017965744218656004
62,lag_63,0.0014272021362313888
63,lag_64,0.007820209386224195
64,lag_65,0.0012961793033478552
65,lag_66,0.001400200740669927
66,lag_67,0.0019628553482563655
67,lag_68,0.005110415618318106
68,lag_69,0.001406151787708324
69,lag_70,0.0017106088059567833
70,lag_71,0.007670620777333816
71,lag_72,0.0020773886037832117
72,lag_73,0.0008918598993512664
73,lag_74,0.0007064094678444793
74,lag_75,0.0010081554056145744
75,lag_76,0.0021958560393111753
76,lag_77,0.0026327838094817274
77,lag_78,0.003308905899723174
78,lag_79,0.0023024180566003152
79,lag_80,0.001135413463364958
80,lag_81,0.0012127219369062127
81,lag_82,0.002663257774692366
82,lag_83,0.00885719421007123
83,lag_84,0.0021435727026578723
84,lag_85,0.0017164752384599272
85,lag_86,0.0025930248475997376
86,lag_87,0.001674228782749566
87,lag_88,0.0016511727142913127
88,lag_89,0.0019240396442198459
89,lag_90,0.0022551341111687433
