,feature,importance
0,lag_1,0.05068628462981453
1,lag_2,0.009981838422287486
2,lag_3,0.11609171111078166
3,lag_4,0.004314278658446266
4,lag_5,0.0029261589550772737
5,lag_6,0.059426495963339036
6,lag_7,0.4234194201803686
7,lag_8,0.017989104631455477
8,lag_9,0.0020569656770249834
9,lag_10,0.018013289283876494
10,lag_11,0.0013315938705731037
11,lag_12,0.0006646474716044943
12,lag_13,0.07751128110965469
13,lag_14,0.01063027035958301
14,lag_15,0.0011652378319341264
15,lag_16,0.0028998288299742414
16,lag_17,0.0022053823470945815
17,lag_18,0.0030778392051069112
18,lag_19,0.001370722129962688
19,lag_20,0.011571515886147781
20,lag_21,0.008420471915045857
21,lag_22,0.002361614207768257
22,lag_23,0.003785046390114247
23,lag_24,0.000299993292872628
24,lag_25,0.0009426827959042792
25,lag_26,0.0005650930938653762
26,lag_27,0.002776076151751558
27,lag_28,0.0027110862279988244
28,lag_29,0.0020201503099240635
29,lag_30,0.0011148421219348646
30,lag_31,0.0016077834920812603
31,lag_32,0.0007099324212604709
32,lag_33,0.0035149632083325394
33,lag_34,0.00542284685754989
34,lag_35,0.005359647044829877
35,lag_36,0.0014224455027697193
36,lag_37,0.003619871289927465
37,lag_38,0.0013636711738463667
38,lag_39,0.0007195016969956484
39,lag_40,0.001735918485518333
40,lag_41,0.0011292739082173983
41,lag_42,0.003095827852224158
42,lag_43,0.0006939961729570968
43,lag_44,0.0031964663714207776
44,lag_45,0.0017353950500506212
45,lag_46,0.0008886804855858286
46,lag_47,0.002409908609396868
47,lag_48,0.003956093542813262
48,lag_49,0.004263414102590947
49,lag_50,0.0005402551293127751
50,lag_51,0.0017488743792225367
51,lag_52,0.0006487681004135477
52,lag_53,0.0010565313833201257
53,lag_54,0.003207718526953215
54,lag_55,0.0012739126520920296
55,lag_56,0.0017397777991534076
56,lag_57,0.0018245448976768692
57,lag_58,0.0015141517920196344
58,lag_59,0.0012118178434203817
59,lag_60,0.0014716485811954098
60,lag_61,0.0011548648923268966
61,lag_62,0.0006521097187107807
62,lag_63,0.0051252095708362
63,lag_64,0.00583568800088931
64,lag_65,0.0006478106530481327
65,lag_66,0.0008974171303653138
66,lag_67,0.002490721703046401
67,lag_68,0.0011843926419600685
68,lag_69,0.0014593170921879317
69,lag_70,0.016895392997963624
70,lag_71,0.007762615832354935
71,lag_72,0.001693582453021617
72,lag_73,0.004549976423034007
73,lag_74,0.0013478671692765986
74,lag_75,0.0011161380995667778
75,lag_76,0.0060717276228712674
76,lag_77,0.0025257274669157844
77,lag_78,0.001083905494547078
78,lag_79,0.004145364590740441
79,lag_80,0.0016314152379588841
80,lag_81,0.0007943314897983464
81,lag_82,0.001343995553723506
82,lag_83,0.0007299952122434728
83,lag_84,0.0037889733981228066
84,lag_85,0.008639112648768972
85,lag_86,0.004636097037270243
86,lag_87,0.0028332954889141093
87,lag_88,0.0013126351956055048
88,lag_89,0.000828511125211213
89,lag_90,0.0014072466442840187
