,feature,importance
0,lag_1,0.02188466056993059
1,lag_2,0.011926266281264534
2,lag_3,0.010072667821762575
3,lag_4,0.011872890446465693
4,lag_5,0.009637974588030495
5,lag_6,0.016209463802834573
6,lag_7,0.5637345069488758
7,lag_8,0.03303619297479177
8,lag_9,0.003435609577919144
9,lag_10,0.00421863138592708
10,lag_11,0.0047821762500493085
11,lag_12,0.014367657486839507
12,lag_13,0.0040716304121064485
13,lag_14,0.022156038143263647
14,lag_15,0.059385460453488456
15,lag_16,0.001100918299333912
16,lag_17,0.0011270724694224753
17,lag_18,0.0013139612406220763
18,lag_19,0.0024595617286234206
19,lag_20,0.0064232366129602135
20,lag_21,0.014606609387959903
21,lag_22,0.008627578053146413
22,lag_23,0.0051831306539878936
23,lag_24,0.0006629757206420763
24,lag_25,0.0008514568572881815
25,lag_26,0.0014087317376720741
26,lag_27,0.0013165636461369827
27,lag_28,0.009274008105890614
28,lag_29,0.003874119525664519
29,lag_30,0.001971746826065827
30,lag_31,0.0021359405535864313
31,lag_32,0.0006520921146276177
32,lag_33,0.0010911830044245082
33,lag_34,0.0006332469850756128
34,lag_35,0.004108707019921909
35,lag_36,0.0021357254508761947
36,lag_37,0.002950828135248419
37,lag_38,0.0025040189824870234
38,lag_39,0.0013906640914662812
39,lag_40,0.00099544627305508
40,lag_41,0.001571867834380122
41,lag_42,0.0015666047594847996
42,lag_43,0.0022709653488253915
43,lag_44,0.0009248511539243271
44,lag_45,0.0015650022824003496
45,lag_46,0.0013319342576519563
46,lag_47,0.000777180907604499
47,lag_48,0.0045571002126739936
48,lag_49,0.0015823408419943727
49,lag_50,0.005924081684575998
50,lag_51,0.0030313589633662046
51,lag_52,0.0010171276770853345
52,lag_53,0.0014142201785292943
53,lag_54,0.0012172869138335537
54,lag_55,0.0021195214951352463
55,lag_56,0.002503851448033251
56,lag_57,0.009737432171226142
57,lag_58,0.001951393444933824
58,lag_59,0.000803339154551084
59,lag_60,0.0007301212552488442
60,lag_61,0.0017301561943797847
61,lag_62,0.0014338916020700985
62,lag_63,0.002897071631719154
63,lag_64,0.007515935340702273
64,lag_65,0.0008541302030431109
65,lag_66,0.0009638929153523375
66,lag_67,0.0028281720808641924
67,lag_68,0.0005469361339790324
68,lag_69,0.0019718677041312043
69,lag_70,0.002307551457195156
70,lag_71,0.004239851142166189
71,lag_72,0.0026594089202269106
72,lag_73,0.0010246224516051994
73,lag_74,0.0008150382103314537
74,lag_75,0.0010685293791947031
75,lag_76,0.0007509396798837584
76,lag_77,0.003756008660325458
77,lag_78,0.003957951604680106
78,lag_79,0.0030952545970405927
79,lag_80,0.0020327316326501986
80,lag_81,0.001980277567464146
81,lag_82,0.0011338760574233742
82,lag_83,0.0018431973090742787
83,lag_84,0.006201484709512962
84,lag_85,0.00491530419469305
85,lag_86,0.009062384727766073
86,lag_87,0.005805157335827199
87,lag_88,0.004139305716863139
88,lag_89,0.0008174301836530814
89,lag_90,0.001462708050987892
