,date,y,pred
0,2021-07-12,215.0,222.52356467770088
1,2021-07-13,363.0,254.38229829321511
2,2021-07-14,365.0,277.2222111675374
3,2021-07-15,446.0,358.6512040579517
4,2021-07-16,494.0,370.00507287617785
5,2021-07-17,549.0,335.16880566620415
6,2021-07-18,428.0,261.016055777249
7,2021-07-19,312.0,367.99047521346006
8,2021-07-20,658.0,388.51825315526145
9,2021-07-21,699.0,383.7594479058184
10,2021-07-22,746.0,401.39601863669617
11,2021-07-23,909.0,380.83141393250634
12,2021-07-24,861.0,374.60737016341614
13,2021-07-25,596.0,350.4473798610045
14,2021-07-26,521.0,695.8690137074854
15,2021-07-27,794.0,717.9771311064146
16,2021-07-28,948.0,790.8104079187565
17,2021-07-29,1077.0,847.048688816739
18,2021-07-30,1119.0,830.8590528274783
19,2021-07-31,1182.0,814.7607139385899
20,2021-08-01,928.0,830.4722701526542
21,2021-08-02,878.0,943.8232470172414
22,2021-08-03,1313.0,1065.8257220095695
23,2021-08-04,1230.0,1245.204503174603
24,2021-08-05,1466.0,1225.8095000000003
25,2021-08-06,1346.0,1176.4762619047617
26,2021-08-07,1539.0,1250.7701666666665
27,2021-08-08,1169.0,1346.8024500000001
28,2021-08-09,861.0,1429.2847795537796
29,2021-08-10,1629.0,1602.106790909091
30,2021-08-11,1686.0,1856.5014666666666
31,2021-08-12,1854.0,1836.645
32,2021-08-13,1844.0,1780.6148999999998
33,2021-08-14,2564.0,1821.1766476190473
34,2021-08-15,1274.0,1983.063257142857
35,2021-08-16,1304.0,1603.7797075757578
36,2021-08-17,1821.0,1905.2921999999996
37,2021-08-18,1677.0,2068.9058444444445
38,2021-08-19,2022.0,2120.8571
39,2021-08-20,2940.0,2262.5889666666662
40,2021-08-21,2158.0,2481.7174333333332
41,2021-08-22,1450.0,2540.8946721611724
42,2021-08-23,1624.0,1793.0860121545115
43,2021-08-24,1857.0,1903.8793831501837
44,2021-08-25,2113.0,2103.0615702741707
45,2021-08-26,2054.0,2406.6057182539685
46,2021-08-27,2592.0,3119.2230087301587
47,2021-08-28,1934.0,2592.163690225563
48,2021-08-29,1850.0,2606.36169004329
49,2021-08-30,1508.0,1937.625621756021
50,2021-08-31,2128.0,2077.239244483294
51,2021-09-01,2283.0,2167.305119264069
52,2021-09-02,2542.0,2381.930616028416
53,2021-09-03,1735.0,2970.674614402265
54,2021-09-04,2248.0,2571.9770656898654
55,2021-09-05,1714.0,2695.795661310912
56,2021-09-06,1951.0,2159.4727236474637
57,2021-09-07,354.0,2288.0242874336777
58,2021-09-08,3498.0,2812.4622638467085
59,2021-09-09,2210.0,2540.090523797165
60,2021-09-10,2664.0,2948.8321398466346
61,2021-09-11,2494.0,2466.22876583509
62,2021-09-12,1847.0,2776.6242433430907
63,2021-09-13,1545.0,1755.9254468697975
64,2021-09-14,2038.0,1976.861599882647
65,2021-09-15,2275.0,2462.5652045081115
66,2021-09-16,2958.0,2682.816201686647
67,2021-09-17,2374.0,3024.015830118345
68,2021-09-18,2623.0,2648.7738566175817
69,2021-09-19,1909.0,2312.920877561653
70,2021-09-20,1623.0,1923.1062144982645
71,2021-09-21,2165.0,1985.6552427181748
72,2021-09-22,2351.0,2703.842426412069
73,2021-09-23,2252.0,2939.81297499284
74,2021-09-24,2236.0,2939.410765745459
75,2021-09-25,2234.0,2665.6175794742435
76,2021-09-26,1110.0,2388.1377173192927
77,2021-09-27,1159.0,1850.9038313246278
78,2021-09-28,1888.0,2057.6423429957968
79,2021-09-29,1997.0,2303.9655824322685
80,2021-09-30,2327.0,2488.453095504894
81,2021-10-01,1673.0,2473.6721889786454
82,2021-10-02,1935.0,2003.6787760349002
83,2021-10-03,1454.0,1765.210262027372
84,2021-10-04,1246.0,1475.7283292957272
85,2021-10-05,1648.0,1777.9982035982048
86,2021-10-06,1852.0,2189.322565903937
87,2021-10-07,2065.0,2025.9014002886984
88,2021-10-08,1869.0,1886.4559138219327
89,2021-10-09,1828.0,1750.3174243278459
90,2021-10-10,1433.0,1726.8484026083531
91,2021-10-11,954.0,1603.0534258835887
92,2021-10-12,1642.0,1754.203857015958
93,2021-10-13,1746.0,1993.1419771065832
94,2021-10-14,1638.0,1976.791325240758
95,2021-10-15,1383.0,1945.6423169409777
96,2021-10-16,1452.0,1760.9689094866887
97,2021-10-17,896.0,1804.3743971646318
98,2021-10-18,767.0,1157.3958882855027
99,2021-10-19,1238.0,1399.1879485207567
100,2021-10-20,1106.0,1490.8570750315207
101,2021-10-21,1468.0,1524.521136882741
102,2021-10-22,1706.0,1479.5244031000248
103,2021-10-23,1140.0,1272.5066327402128
104,2021-10-24,787.0,1143.5571826381463
105,2021-10-25,943.0,934.4735598020565
106,2021-10-26,1473.0,1089.8986037706525
107,2021-10-27,1289.0,1162.0246839039833
108,2021-10-28,1965.0,1299.019198258166
109,2021-10-29,1306.0,1247.2379149699302
110,2021-10-30,1230.0,1081.0502841164666
111,2021-10-31,1215.0,972.1847529800589
112,2021-11-01,821.0,1160.1194055933286
113,2021-11-02,1215.0,1331.640763597175
114,2021-11-03,1298.0,1564.3771027578916
115,2021-11-04,1504.0,1553.2295254239427
116,2021-11-05,1385.0,1434.6105288418205
117,2021-11-06,1403.0,1309.962846603202
118,2021-11-07,926.0,1231.4530972024347
119,2021-11-08,852.0,996.7152986838545
120,2021-11-09,1464.0,1225.3781360485862
121,2021-11-10,1638.0,1391.4599054119185
122,2021-11-11,1823.0,1465.5570930329309
123,2021-11-12,1821.0,1403.6854341821918
124,2021-11-13,1638.0,1221.2963354831086
