,feature,importance
0,lag_1,0.562276889672866
1,lag_2,0.010431190018271785
2,lag_3,0.001491991482369823
3,lag_4,0.007829766528025184
4,lag_5,0.025059443626103156
5,lag_6,0.0342248314699267
6,lag_7,0.2157495691280539
7,lag_8,0.02854290414580408
8,lag_9,0.013078865842023226
9,lag_10,0.0005131792918604206
10,lag_11,0.0010392045697708986
11,lag_12,0.000973718143792242
12,lag_13,0.0007920360062179682
13,lag_14,0.0005331070388124618
14,lag_15,0.0005527213795732936
15,lag_16,0.0009180209213562584
16,lag_17,0.006154268910648856
17,lag_18,0.0016662358918337953
18,lag_19,0.0005872116347349875
19,lag_20,0.0006257212142701788
20,lag_21,0.005357342104105957
21,lag_22,0.0020118778707062697
22,lag_23,0.0005485149287956619
23,lag_24,0.0006801730540687993
24,lag_25,0.0011039578070729701
25,lag_26,0.0008694860024868336
26,lag_27,0.0007153255194839567
27,lag_28,0.0005936838382587957
28,lag_29,0.0009211207226249399
29,lag_30,0.00150012074107744
30,lag_31,0.0006516971973631316
31,lag_32,0.0006040404593112365
32,lag_33,0.0004115304807723188
33,lag_34,0.0004862877607053703
34,lag_35,0.0006201761812347713
35,lag_36,0.0006554035923850708
36,lag_37,0.0006610491166396983
37,lag_38,0.000600367600542239
38,lag_39,0.00040596229954206384
39,lag_40,0.0005572294527797811
40,lag_41,0.0006159481829002339
41,lag_42,0.0003494132779105007
42,lag_43,0.0007477724172931853
43,lag_44,0.0003505484748269671
44,lag_45,0.0002670526699379731
45,lag_46,0.0009895682401479162
46,lag_47,0.018827168058160818
47,lag_48,0.0019739788807045374
48,lag_49,0.0006197338950748399
49,lag_50,0.0007695873688888297
50,lag_51,0.0023084032567325273
51,lag_52,0.003216874553017418
52,lag_53,0.0010605577970364565
53,lag_54,0.000358511425095279
54,lag_55,0.0005752842995643989
55,lag_56,0.0011759015019270377
56,lag_57,0.003238775183743949
57,lag_58,0.0006792233008052885
58,lag_59,0.0006293963638200974
59,lag_60,0.0006455862852190469
60,lag_61,0.0006839440128063038
61,lag_62,0.0006697177413471077
62,lag_63,0.0007081331719155225
63,lag_64,0.0006879637772161672
64,lag_65,0.0006369030683892762
65,lag_66,0.0025719817921385233
66,lag_67,0.0007565706388731106
67,lag_68,0.003985450575961145
68,lag_69,0.0009539552354251407
69,lag_70,0.0006411863636860171
70,lag_71,0.0008019048771280229
71,lag_72,0.000702563975047292
72,lag_73,0.0005475883714463499
73,lag_74,0.0011298668140779528
74,lag_75,0.00040562459730782765
75,lag_76,0.0007983475986404287
76,lag_77,0.00046099021228716597
77,lag_78,0.0006096439794662849
78,lag_79,0.0010744463814887537
79,lag_80,0.0007289474878718259
80,lag_81,0.0007141594797329784
81,lag_82,0.0005648775671128353
82,lag_83,0.0008255263105168181
83,lag_84,0.0008624740793562591
84,lag_85,0.0009396633485383196
85,lag_86,0.0012136724070252083
86,lag_87,0.0007378024924575752
87,lag_88,0.0005539829056239796
88,lag_89,0.0006462064509528786
89,lag_90,0.0009903952070830677
