,State Code,longitude,latitude,Courses Available
0,WA,-122.174265,47.73196,23.0
1,IL,-87.802295,42.1085,16.0
2,LA,-91.94369,30.14366,43.0
3,MO,-93.288283,37.21336,98.0
4,PR,-66.26627,18.46053,17.0
5,KY,-84.2758,38.19323,20.0
6,OH,-82.01462,39.97548,331.0
7,FL,-80.203005,26.187315,20.0
8,FL,-80.340205,25.68297,723.0
9,NE,-96.113412,41.20518,46.0
10,SC,-79.01869,33.76539,20.0
11,UT,-111.65246,40.28243,19.0
12,KY,-84.703365,39.06485,20.0
13,NV,-115.11569,36.26769,20.0
14,WV,-78.96596,39.07523,20.0
15,NC,-83.3221277,35.4831552,23.0
16,PA,-80.286715,40.702755,20.0
17,SC,-78.98427,33.77535,18.0
18,CA,-118.825035,34.15134,22.0
19,CA,-120.46905,37.31973,6.0
20,NY,-74.00257,40.74,11.0
21,NC,-79.89077,35.36352,19.0
22,SC,-81.0614,34.95026,40.0
23,NY,-73.976655,40.722829,17.0
24,OH,-84.515565,39.11597,20.0
25,NC,-79.4795,36.08146,20.0
26,UT,-110.79431,39.59933,19.0
27,FL,-82.69505,28.25814,60.0
28,KS,-100.98667,37.43719,24.0
29,IN,-85.85603,41.27165,20.0
30,MA,-71.08884,41.58213,13.0
31,MI,-83.40613,42.39396,29.0
32,OK,-94.80828,35.45335,20.0
33,NY,-73.622395,40.873645,48.0
34,TX,-98.54003,29.445895,20.0
35,NV,-115.20314,36.15793,72.0
36,GA,-83.75705,33.99051,40.0
37,IL,-87.777,41.87257,1426.0
38,KS,-101.749795,38.469777,5.0
39,FL,-81.054165,29.20124,29.0
40,GA,-85.25595,33.537005,96.0
41,TX,-97.975005,30.47485,19.0
42,NH,-71.99529,43.42207,18.0
43,PA,-79.85746,40.35253,20.0
44,TX,-93.74659,30.1058,49.0
45,WA,-122.452783,47.260645,6.0
46,CA,-121.68832,39.36264,10.0
47,FL,-80.101193,26.93463,19.0
48,AL,-85.05226,32.50562,20.0
49,TX,-97.710107,30.21472,189.0
50,ID,-111.10823,43.72696,20.0
51,IL,-87.82796,42.44937,36.0
52,AL,-88.20579,30.685,24.0
53,AR,-92.36712,34.74369,61.0
54,WA,-122.64113,47.73956,13.0
55,NY,-78.73833,42.918375,19.0
56,CA,-121.969135,37.26285,40.0
57,TX,-96.810765,32.8158,18.0
58,CT,-73.05958,41.56048,2.0
59,TX,-95.234886,30.04883,19.0
60,IA,-93.61907,42.02,26.0
61,TX,-96.86248,33.15142,2.0
62,KS,-95.25751,38.923505,22.0
63,VA,-76.426475,37.062395,20.0
64,MD,-76.99056,39.56178,24.0
65,OK,-95.919425,36.072805,20.0
66,MS,-90.474385,31.25158,80.0
67,PA,-80.09409,42.07508,17.0
68,IN,-86.83388,40.3962,14.0
69,FL,-81.970515,28.907705,38.0
70,TX,-95.62343,30.09335,20.0
71,PA,-74.854455,40.099175,20.0
72,NY,-73.978765,40.751295,11183.0
73,CA,-118.04423,34.57221,80.0
74,IL,-88.93,38.3117,27.0
75,FL,-82.711215,27.806915,13.0
76,OK,-98.26251,35.05936,70.0
77,IL,-87.975891,41.810111,29.0
78,FL,-82.47975,28.47853,24.0
79,MA,-70.64577,41.94052,20.0
80,NJ,-74.749195,41.05606,18.0
81,NJ,-74.829025,38.985025,60.0
82,CA,-122.40898,37.79547,16.0
83,PA,-75.40143,40.23419,13.0
84,NY,-77.13702,42.95947,10.0
85,IL,-87.68453,41.80791,18.0
86,NC,-80.83512,36.26365,49.0
87,KS,-98.216729,38.341335,10.0
88,NJ,-74.75189,40.235845,30.0
89,NY,-79.04907,42.638135,20.0
90,TX,-99.7384,32.47381,20.0
91,IA,-92.48249,42.72292,20.0
92,NM,-103.199086,32.120022,20.0
93,MS,-90.89139,32.30785,18.0
94,WA,-122.31525,47.32197,12.0
95,WI,-88.745927,43.631935,10.0
96,CA,-119.46749,35.14634,62.0
97,VA,-82.4719,36.941805,43.0
98,MI,-88.58667,47.13962,10.0
99,WA,-122.43249,47.11346,19.0
100,NJ,-74.17327,39.86251,20.0
101,NJ,-74.16434,40.72273,20.0
102,ME,-69.08543,44.14489,10.0
103,MA,-70.92445,41.87523,40.0
104,NJ,-74.34342,40.517295,14.0
105,AL,-87.29,33.89,10.0
106,CA,-120.938255,37.602575,18.0
107,NY,-77.00077,42.857005,18.0
108,NJ,-74.35048,40.55665,24.0
109,NC,-80.9193,35.22485,45.0
110,KS,-97.123557,39.39211,10.0
111,CA,-124.08994,40.89818,60.0
112,WA,-122.19759,47.66595,20.0
113,NJ,-74.05565,40.88342,112.0
114,PA,-80.07949,42.05203,24.0
115,MS,-88.56569,34.65789,39.0
116,NC,-78.43933,36.33668,20.0
117,CA,-117.76542,33.69524,1.0
118,KS,-97.89211,38.077575,72.0
119,NY,-73.294465,40.694085,48.0
120,MI,-84.12927,44.65182,20.0
121,FL,-82.51354,27.269725,37.0
122,CA,-117.22903,33.1372,20.0
123,OK,-98.46103,34.59422,72.0
124,TX,-102.13749,32.0012,19.0
125,MI,-85.56871,42.949285,26.0
126,IL,-87.81394,42.1021,24.0
127,MI,-84.66733,43.39114,20.0
128,VA,-77.961297,37.357606,20.0
129,FL,-85.226828,30.77476,40.0
130,NV,-115.030666,36.07271,44.0
131,KS,-96.06568,39.834595,20.0
132,CO,-104.613652,38.31796,20.0
133,TX,-99.82549,32.43245,
134,MD,-77.42404,39.43626,
135,ID,-112.02111,43.48157,125.0
136,IN,-86.069845,40.00353,23.0
137,NJ,-74.04514,40.16941,24.0
138,IN,-87.416033,39.422602,20.0
139,CA,-118.22447,33.985,40.0
140,LA,-90.03937,30.00369,72.0
141,PA,-75.41321,39.98569,14.0
142,FL,-81.42047,28.34634,24.0
143,CT,-72.69782,41.77496,268.0
144,NY,-78.87982,43.02018,23.0
145,TX,-95.477992,30.0,20.0
146,WA,-120.538135,46.987265,48.0
147,CA,-121.954087,37.41572,23.0
148,MI,-83.29869,42.39972,20.0
149,WI,-88.02068,43.04192,16.0
150,IN,-86.216936,41.693975,20.0
151,TX,-99.76284,32.39679,13.0
152,CA,-119.149915,34.217795,70.0
153,NC,-75.66058,35.89038,23.0
154,MN,-94.362084,45.96738,9.0
155,IN,-86.621085,41.28866,84.0
156,IL,-89.02268,42.43274,24.0
157,TX,-101.85874,33.59124,35.0
158,FL,-81.519032,30.217315,40.0
159,VA,-79.39577,36.5854,20.0
160,NC,-79.157535,35.465095,19.0
161,MN,-93.435805,44.854485,14.0
162,IN,-86.13048,38.23689,77.0
163,MO,-94.449535,39.2439,40.0
164,CA,-121.29422,38.87819,84.0
165,CA,-121.06239,38.65008,48.0
166,AR,-92.98403,34.577225,20.0
167,MD,-77.34175,39.48503,24.0
168,TX,-95.613523,29.99704,20.0
169,CA,-121.31954,38.01095,356.0
170,CA,-117.245185,34.46853,48.0
171,FL,-82.02379,29.118245,96.0
172,AL,-87.683334,30.392881,0.0
173,TX,-95.45886,30.20412,68.0
174,CA,-122.119545,37.99235,23.0
175,NJ,-74.46171,40.55645,37.0
176,VA,-78.39728,37.29134,20.0
177,CA,-119.32256,36.21067,24.0
178,MA,-72.49873,42.09277,8.0
179,NJ,-74.29473,40.85246,129.0
180,CA,-121.152537,38.67146,24.0
181,AL,-86.978995,34.80429,24.0
182,WI,-88.04847,43.03233,18.0
183,AR,-92.38136,34.74443,15.0
184,TN,-86.934888,36.108724,79.0
185,WA,-120.591243,46.60054,29.0
186,WA,-122.6499,45.71679,10.0
187,FL,-81.578445,30.460495,39.0
188,FL,-80.28512,25.704165,24.0
189,LA,-93.26781,31.1245,24.0
190,CA,-121.2462,37.79803,346.0
191,NM,-105.945571,35.659495,12.0
192,NJ,-75.177355,40.696895,20.0
193,FL,-80.232352,26.08712,181.0
194,MA,-71.338325,41.96746,48.0
195,IL,-87.64466,41.931225,24.0
196,TN,-86.763885,36.108385,81.0
197,KY,-83.17192,37.25604,24.0
198,VA,-81.809,37.09473,25.0
199,LA,-92.11173,29.98061,24.0
200,CA,-118.46875,35.12367,22.0
201,TX,-97.30586,27.8947,20.0
202,AL,-86.800285,33.50794,98.0
203,CA,-121.80479,38.00529,39.0
204,MI,-84.07933,43.41757,16.0
205,GA,-84.49451,34.24379,47.0
206,MO,-93.25366,37.213775,0.0
207,GA,-82.33304,31.206,20.0
208,AL,-87.864132,30.655644,33.0
209,TX,-98.652632,29.420115,20.0
210,NV,-115.15001,36.042467,198.0
211,WA,-117.40012,47.74747,20.0
212,OK,-97.14535,34.19349,149.0
213,CA,-121.80036,37.2407,73.0
214,IL,-88.01314,41.59743,46.0
215,NJ,-74.122521,40.873454,24.0
216,FL,-82.53215,27.31836,663.0
217,FL,-81.958561,28.950315,384.0
218,WI,-87.98848,42.98896,38.0
219,TX,-96.73241,33.15159,36.0
220,NJ,-74.364964,41.131661,13.0
221,MS,-89.554432,31.63826,10.0
222,CA,-118.44881,34.17366,24.0
223,NY,-73.98667,40.75457,28.0
224,NY,-73.93561,41.69379,98.0
225,OH,-84.230949,39.037512,47.0
226,DC,-77.084825,38.960315,24.0
227,TX,-101.901395,35.146105,22.0
228,AL,-86.79492,33.61284,0.0
229,PA,-75.210265,40.677635,15.0
230,NC,-80.27177,36.09036,20.0
231,WA,-122.37641,47.69003,20.0
232,MN,-93.35012,45.19443,24.0
233,FL,-81.48931,28.55031,20.0
234,LA,-92.48656,31.27077,20.0
235,VA,-77.52912,38.2453,24.0
236,IL,-88.18384,41.988,24.0
237,CA,-119.82696,34.44151,20.0
238,NY,-73.98592,41.15482,33.0
239,WV,-81.17,37.79744,151.0
240,VA,-83.10343,36.72503,15.0
241,IL,-87.802985,42.187525,23.0
242,KS,-100.016715,37.77536,20.0
243,UT,-111.872599,40.687745,75.0
244,AL,-85.446405,31.266645,20.0
245,VA,-82.17185,36.61461,13.0
246,TX,-98.559067,29.534875,23.0
247,FL,-81.851197,26.69792,20.0
248,LA,-93.7455,32.45418,24.0
249,NY,-77.564957,43.152375,19.0
250,NY,-73.65782,40.7541,20.0
251,AL,-86.18493,32.38505,39.0
252,AZ,-114.647905,32.68184,20.0
253,NY,-75.881866,43.96808,18.0
254,CA,-119.65035,36.32677,0.0
255,IA,-91.90776,42.647955,17.0
256,NY,-73.09826,40.72807,17.0
257,LA,-90.105725,30.49944,23.0
258,VA,-76.23181,36.77139,20.0
259,NC,-78.64662,35.75038,19.0
260,MN,-93.42552,44.85595,24.0
261,IA,-93.60998,42.023165,17.0
262,SC,-81.096305,33.98402,24.0
263,FL,-80.3369,25.769015,20.0
264,TX,-97.35515,32.70551,24.0
265,NC,-77.71115,34.36643,23.0
266,AL,-86.35061,32.30858,24.0
267,CT,-72.170032,41.744782,24.0
268,AZ,-112.33049,34.59042,19.0
269,IL,-88.562345,39.14084,48.0
270,GA,-84.262855,33.82204,58.0
271,TX,-100.89959,29.36632,130.0
272,IN,-87.439975,40.76825,20.0
273,AZ,-110.25995,31.55998,47.0
274,TX,-106.38513,31.7771,36.0
275,PA,-79.38323,40.2833,23.0
276,NY,-78.861255,43.034855,40.0
277,AL,-86.41614,32.46247,33.0
278,PA,-75.648895,41.39701,23.0
279,FL,-80.24628,25.728245,13.0
280,GA,-83.24404,33.08699,120.0
281,CA,-120.60511,35.13459,40.0
282,TX,-98.451555,29.69219,1.0
283,WA,-119.98859,47.84244,20.0
284,IN,-86.26313,39.76224,20.0
285,AR,-92.3982,34.31551,40.0
286,PA,-79.75797,40.55421,24.0
287,PA,-80.16276,39.89539,24.0
288,NJ,-74.85698,40.8572,20.0
289,MA,-71.091395,41.920645,48.0
290,MA,-71.2455,42.3169,57.0
291,MA,-73.34297,42.21033,14.0
292,MN,-93.35012,45.19443,20.0
293,VA,-79.9305,37.28384,40.0
294,FL,-80.13621,26.0998,22.0
295,CA,-121.32676,38.63723,20.0
296,CA,-122.27277,38.27914,17.0
297,WV,-80.23593,38.99115,0.0
298,AL,-87.49514,31.03793,10.0
299,MA,-71.11549,42.27402,24.0
300,VA,-79.43034,36.59632,40.0
301,ID,-111.98915,43.472175,80.0
302,NY,-79.308415,42.44976,16.0
303,NY,-74.476705,42.679145,112.0
304,NY,-76.129415,43.04727,1.0
305,TX,-94.94962,29.39689,20.0
306,IL,-88.25186,42.21545,24.0
307,PA,-75.14532,39.94285,24.0
308,NY,-73.75933,42.17443,48.0
309,MA,-71.27389,41.95134,55.0
310,IL,-87.67777,41.91085,35.0
311,NJ,-74.402133,40.629037,305.0
312,WI,-88.070895,44.490505,20.0
313,IN,-86.36827,39.71182,24.0
314,CA,-122.47262,37.6855,55.0
315,PA,-75.05207,40.020995,40.0
316,AK,-134.59526,58.37109,16.0
317,IN,-85.77064,38.38088,23.0
318,PA,-79.746987,40.587569,20.0
319,IL,-88.11053,42.21261,48.0
320,NC,-77.73519,35.06756,23.0
321,TX,-97.26236,32.7404,24.0
322,NV,-119.75758,39.18764,59.0
323,KY,-84.571445,38.00445,24.0
324,OK,-101.475863,36.690689,48.0
325,NH,-71.32345,43.30598,24.0
326,IL,-88.9647,40.14851,13.0
327,FL,-82.199045,29.137385,48.0
328,NC,-81.68114,35.73949,25.0
329,FL,-80.415047,27.677815,33.0
330,CA,-117.58979,33.91603,24.0
331,CA,-118.39102,33.8561,24.0
332,TX,-93.76588,30.09851,20.0
333,MN,-93.0004,45.274645,20.0
334,VA,-77.41794,38.47088,15.0
335,NY,-77.29108,42.87643,40.0
336,CA,-117.36671,33.6861,36.0
337,AL,-86.79177,33.4289,15.0
338,NY,-78.276995,42.872155,20.0
339,AR,-92.39898,34.741,10.0
340,TX,-96.7349,33.21671,24.0
341,CA,-119.017475,36.073495,155.0
342,TX,-97.33134,27.68923,47.0
343,MN,-93.17767,44.66634,24.0
344,VA,-76.16222,36.8414,11.0
345,PA,-80.28359,40.60867,20.0
346,IL,-89.42091,40.703565,18.0
347,TX,-98.48091,29.35838,70.0
348,IL,-87.95741,41.51339,38.0
349,MI,-83.185483,42.54679,20.0
350,AL,-86.278085,33.609925,16.0
351,NV,-115.24596,36.123725,72.0
352,NH,-71.695205,43.757905,10.0
353,WI,-87.95545,42.99501,179.0
354,WA,-122.31018,47.60715,40.0
355,WI,-87.64549,45.06839,13.0
356,FL,-81.97405,26.63321,20.0
357,PA,-77.653855,39.93525,19.0
358,MS,-89.91592,34.30851,19.0
359,IL,-89.92262,41.22106,50.0
360,FL,-80.38633,26.01002,32.0
361,MO,-89.57125,37.303575,19.0
362,IA,-94.989665,41.403365,12.0
363,NE,-96.700425,40.85694,18.0
364,CT,-73.081475,41.33272,20.0
365,GA,-82.24255,31.30538,1.0
366,CA,-122.29199,38.32538,26.0
367,TN,-84.47524,35.58334,52.0
368,LA,-89.77905,30.28551,19.0
369,AL,-85.58766,33.64884,20.0
370,NY,-73.91182,41.68688,23.0
371,HI,-159.46237,21.88985,48.0
372,CA,-117.166855,33.64098,96.0
373,NY,-76.204947,42.59881,7.0
374,GA,-83.75408,34.94555,40.0
375,IN,-85.66775,40.26374,19.0
376,CT,-72.74651,41.78314,24.0
377,PA,-80.06873,40.38014,20.0
378,WA,-122.916305,47.00048,40.0
379,TX,-97.09682,33.1956,17.0
380,IL,-88.443682,41.77255,33.0
381,MN,-92.46312,46.71238,20.0
382,MI,-83.39172,43.493035,20.0
383,MN,-92.5497,47.51113,20.0
384,TX,-98.16539,26.20179,24.0
385,NC,-80.86,35.35028,18.0
386,MN,-95.43568,44.042315,60.0
387,LA,-92.6778,30.79338,20.0
388,IN,-85.76884,39.81287,76.0
389,WI,-87.95042,43.1121,19.0
390,PA,-75.24965,40.22268,40.0
391,NY,-75.691477,43.0784,32.0
392,IL,-87.83967,42.2491,14.0
393,KY,-82.81768,37.66337,48.0
394,UT,-111.902022,40.744565,24.0
395,TX,-95.77586,29.71267,0.0
396,CA,-118.12902,33.91709,10.0
397,TX,-95.76117,29.55961,45.0
398,CA,-117.834905,34.025945,20.0
399,IN,-85.10042,41.11827,20.0
400,CA,-121.24306,37.93885,48.0
401,IL,-90.032395,38.52581,24.0
402,NY,-77.492085,43.1324,48.0
403,PA,-76.98323,39.82474,24.0
404,VA,-78.44118,38.12842,24.0
405,NC,-80.38033,36.021085,20.0
406,IA,-94.828835,43.40255,67.0
407,NC,-78.848635,35.8207,44.0
408,PR,-65.835488,18.154904,18.0
409,AL,-86.253515,34.526055,39.0
410,CA,-119.65863,37.33078,20.0
411,PA,-75.45668,40.18005,23.0
412,FL,-80.16562,26.616845,24.0
413,CA,-117.1398,33.55188,36.0
414,AL,-87.24337,33.84288,0.0
415,WV,-81.56184,39.26873,5.0
416,VA,-77.494195,38.25725,24.0
417,UT,-113.08644,37.65588,40.0
418,TX,-101.88824,33.5192,20.0
419,NJ,-74.46513,40.78904,40.0
420,KY,-84.56267,39.01302,41.0
421,IN,-84.879627,39.86015,38.0
422,AZ,-112.33049,34.59042,56.0
423,SC,-81.989975,34.937145,0.0
424,TX,-97.82641,30.17527,0.0
425,DC,-76.93396,38.91171,60.0
426,AS,-170.7,-14.27,24.0
427,IN,-85.84111,38.30461,20.0
428,VT,-72.552895,44.231755,24.0
429,NJ,-74.03597,40.91068,12.0
430,AL,-86.19328,34.265705,24.0
431,AL,-87.1492,32.94944,24.0
432,NV,-115.250875,36.241065,24.0
433,CA,-118.14208,33.87159,700.0
434,NY,-73.94191,42.81295,19.0
435,TX,-95.480692,29.91082,20.0
436,NJ,-74.61992,39.36381,42.0
437,TX,-96.82231,32.719845,24.0
438,CA,-122.040235,37.95658,162.0
439,SC,-79.28825,33.38741,132.0
440,NJ,-74.69567,40.781,10.0
441,TX,-95.331685,29.776315,80.0
442,PA,-80.08217,40.41008,24.0
443,TX,-100.512783,31.424745,144.0
444,NC,-83.20402,35.36124,181.0
445,NY,-73.95346,40.76542,166.0
446,WA,-122.255098,47.893089,24.0
447,PA,-75.16752,39.938615,24.0
448,WA,-119.28156,46.28052,31.0
449,WI,-88.02461,43.00167,57.0
450,LA,-91.058775,30.459325,48.0
451,TX,-96.61248,33.6801,20.0
452,MT,-106.639809,48.193933,15.0
453,SD,-96.694543,43.58876,9.0
454,CA,-117.89058,33.87383,34.0
455,CA,-117.20228,32.85401,17.0
456,CT,-72.7184,41.66301,23.0
457,RI,-71.56147,41.68326,82.0
458,NY,-73.66171,40.70632,24.0
459,TX,-96.78514,32.978795,18.0
460,PA,-77.8274,40.78519,20.0
461,IN,-86.08612,39.54947,24.0
462,AZ,-110.88347,32.25015,24.0
463,NY,-73.81201,41.57804,13.0
464,CA,-117.01084,32.70833,7.0
465,KY,-84.12455,37.09316,487.0
466,VA,-81.995235,36.705915,17.0
467,MD,-75.69529,38.21302,39.0
468,FL,-81.59796,26.278,45.0
469,WA,-122.2955,47.24769,24.0
470,OK,-97.495141,35.233365,19.0
471,UT,-111.550035,38.33892,12.0
472,AL,-87.88351,30.52155,0.0
473,VA,-77.50726,38.77144,20.0
474,LA,-90.075935,29.955455,41.0
475,NC,-77.8131,35.972025,24.0
476,FL,-82.45699,29.05594,38.0
477,PA,-75.29582,40.01045,12.0
478,KY,-82.66078,38.48436,24.0
479,PA,-75.66569,40.05253,23.0
480,PR,-66.04,18.24,17.0
481,FL,-80.3031,25.74859,15.0
482,TX,-96.87637,31.30441,20.0
483,NY,-74.024615,41.936055,75.0
484,FL,-80.18463,26.20051,24.0
485,AK,-149.8377,61.13613,10.0
486,VA,-76.25307,36.9542,37.0
487,NJ,-74.05565,40.88342,71.0
488,NJ,-74.11911,40.9391,23.0
489,CA,-118.09907,33.91642,24.0
490,NY,-77.577537,43.14774,14.0
491,NY,-77.63231,43.07775,17.0
492,PR,-66.225618,18.221143,40.0
493,FL,-80.32065,27.37471,0.0
494,CA,-117.32409,33.88953,30.0
495,IL,-88.976835,42.24302,24.0
496,VA,-79.91399,36.72076,20.0
497,AZ,-111.684732,33.481385,57.0
498,NC,-81.58566,35.29442,20.0
499,CT,-73.23607,41.46311,8.0
500,SC,-81.298592,33.98086,40.0
501,NE,-100.76654,41.12114,18.0
502,IL,-88.93221,37.89748,24.0
503,VA,-79.447685,37.771165,21.0
504,AL,-86.536843,34.79733,24.0
505,FL,-80.487665,27.84113,40.0
506,TX,-96.90773,33.13404,24.0
507,TX,-98.125555,29.688625,0.0
508,AZ,-114.28239,34.15343,24.0
509,VA,-79.911245,37.416145,19.0
510,NM,-106.702235,34.80883,23.0
511,OH,-84.59444,39.42579,19.0
512,IL,-88.274565,41.564765,24.0
513,NY,-73.9745,40.74225,121.0
514,IL,-87.86258,42.35164,17.0
515,CT,-72.21021,41.365685,17.0
516,NV,-115.22546,36.12607,20.0
517,IN,-85.77969,38.68553,24.0
518,TX,-97.46451,32.67976,24.0
519,GA,-84.41194,33.80329,75.0
520,NY,-78.823045,43.035683,20.0
521,WA,-122.94111,47.03407,17.0
522,NC,-80.27177,36.09036,60.0
523,IL,-88.12624,41.60746,24.0
524,MO,-90.580365,38.794225,364.0
525,SC,-82.316325,34.91635,20.0
526,NV,-115.246315,36.064555,39.0
527,NY,-74.023845,40.634505,24.0
528,TX,-97.105985,33.146545,35.0
529,NY,-77.59345,43.126175,32.0
530,WI,-87.82603,42.69677,20.0
531,CA,-122.035445,37.852375,19.0
532,IL,-87.670235,41.941215,0.0
533,KY,-84.53581,38.02664,23.0
534,OR,-121.176585,44.26256,24.0
535,PA,-75.14818,40.02379,39.0
536,NC,-79.78924,36.09068,0.0
537,IL,-87.74286,41.9112,260.0
538,MA,-71.04974,42.29724,24.0
539,FL,-82.33883,29.63576,20.0
540,MN,-92.98557,45.04984,18.0
541,PA,-79.95391,40.34817,48.0
542,TX,-98.62258,26.59225,55.0
543,VA,-80.751685,37.05258,24.0
544,NY,-78.81961,42.95769,48.0
545,TX,-97.29175,32.774585,50.0
546,AR,-94.12416,36.313215,24.0
547,NH,-72.32092,43.63364,20.0
548,PA,-80.09672,40.30331,40.0
549,WA,-122.32803,47.60999,264.0
550,TX,-98.510212,29.612075,20.0
551,TX,-95.52681,29.58414,20.0
552,AZ,-112.361783,33.48529,1200.0
553,TX,-106.354853,31.761107,53.0
554,NC,-80.64494,35.04802,19.0
555,MA,-73.109605,42.70098,120.0
556,SC,-80.937215,34.14022,159.0
557,VA,-77.49035,38.25058,80.0
558,VA,-77.08514,38.89096,17.0
559,TX,-95.778275,29.77154,20.0
560,NY,-78.783777,42.92182,24.0
561,CA,-117.16978,33.63932,12.0
562,MD,-75.69529,38.21302,72.0
563,AL,-85.48745,33.31679,15.0
564,SC,-82.04665,34.75075,24.0
565,AL,-86.95963,34.23844,0.0
566,NJ,-74.70745,40.22848,20.0
567,PA,-78.4951,40.01923,98.0
568,WA,-122.39747,47.63882,24.0
569,TX,-97.41516,32.677845,37.0
570,NC,-80.0578,34.96319,24.0
571,NV,-114.954596,36.071875,24.0
572,CO,-104.821724,39.71585,20.0
573,IN,-86.177645,41.72434,166.0
574,IN,-86.08187,39.65175,24.0
575,NJ,-74.10058,40.68559,14.0
576,FL,-81.79322,26.6248,23.0
577,IA,-95.8349,41.268275,52.0
578,CA,-121.544745,39.506835,39.0
579,NJ,-74.16564,41.01107,18.0
580,AZ,-112.00054,34.71309,32.0
581,MN,-96.193455,45.010435,800.0
582,VA,-81.95141,36.71878,39.0
583,TX,-94.71751,31.33636,20.0
584,TX,-99.7384,32.47381,24.0
585,CT,-73.008241,41.565886,10.0
586,CA,-120.57692,38.76235,47.0
587,TN,-86.34672,35.831765,38.0
588,IN,-84.99668,41.661375,47.0
589,CA,-118.327005,34.084265,1.0
590,AL,-86.81791,33.2389,22.0
591,CA,-122.22959,38.11395,56.0
592,TX,-95.545095,29.78178,42.0
593,NC,-80.738735,35.236425,81.0
594,NM,-108.75197,35.52403,24.0
595,MO,-91.064715,39.440605,62.0
596,KS,-100.43252,39.35287,21.0
597,CA,-119.02057,35.37971,24.0
598,CT,-72.8798,41.59459,24.0
599,WA,-122.51828,47.16416,1.0
600,FL,-85.590393,30.15338,24.0
601,NH,-71.52704,42.9364,24.0
602,TX,-96.96101,32.83535,39.0
603,IL,-87.65594,41.9628,24.0
604,TN,-83.282415,36.236715,24.0
605,AK,-149.44264,60.101315,12.0
606,NC,-82.456145,35.30583,19.0
607,CO,-108.806621,40.079185,57.0
608,MS,-89.74638,31.86763,48.0
609,TX,-96.68128,33.03075,49.0
610,NY,-73.74862,42.67411,80.0
611,FL,-81.391066,30.292122,24.0
612,LA,-93.7192,32.44292,24.0
613,NY,-73.3758,43.02796,39.0
614,CA,-121.994805,37.81359,47.0
615,NY,-73.95621,40.77845,23.0
616,MA,-71.02458,42.431075,56.0
617,CA,-117.80394,34.10599,24.0
618,AR,-94.13435,36.18546,38.0
619,NJ,-74.22889,40.40292,23.0
620,CA,-117.687985,34.0342,20.0
621,VA,-76.95369,36.66814,42.0
622,NY,-77.24024,42.87555,72.0
623,AZ,-112.04668,33.37723,20.0
624,OH,-81.69667,41.46272,69.0
625,PA,-75.23203,40.02141,23.0
626,VA,-77.33933,38.94865,20.0
627,TX,-98.4799,29.35289,96.0
628,TX,-95.31417,29.71628,73.0
629,CA,-117.690945,34.026785,79.0
630,TX,-95.2366,30.13259,10.0
631,LA,-90.17838,29.9757,63.0
632,IL,-88.0275,41.72831,16.0
633,NC,-77.89094,34.17658,24.0
634,PA,-77.00511,40.21157,24.0
635,FL,-80.11927,26.5546,40.0
636,CA,-121.73198,37.96256,80.0
637,PA,-75.67477,41.37756,24.0
638,VA,-78.26791,37.48542,46.0
639,IA,-95.3805,42.02413,5.0
640,TX,-95.41811,29.55462,24.0
641,NY,-73.695715,40.729905,24.0
642,LA,-90.07825,29.93637,40.0
643,TX,-98.97956,31.72906,48.0
644,MA,-70.93541,42.5659,17.0
645,LA,-90.18585,30.00557,20.0
646,WA,-119.27987,46.28052,19.0
647,MD,-76.591114,39.298501,11.0
648,NY,-75.49973,44.69157,18.0
649,FL,-82.756115,28.140835,48.0
650,PA,-76.70613,39.91024,13.0
651,MD,-76.79725,39.39908,48.0
652,GA,-82.8452,34.09169,20.0
653,TX,-95.74498,29.99184,0.0
654,CA,-121.31123,38.76075,24.0
655,FL,-80.18463,26.20051,24.0
656,NV,-115.2454,36.02061,40.0
657,FL,-87.05084,30.61669,18.0
658,AR,-94.17152,36.352095,18.0
659,MI,-84.292843,44.882902,24.0
660,TX,-97.26236,32.7404,40.0
661,GA,-84.48894,34.656295,24.0
662,CT,-73.10595,41.591625,19.0
663,NY,-73.76026,41.02278,24.0
664,NJ,-75.07519,39.85596,17.0
665,IL,-87.883925,41.881995,24.0
666,TX,-106.38513,31.7771,78.0
667,LA,-93.22082,30.18554,23.0
668,IN,-85.98233,39.928,20.0
669,TX,-96.81288,32.927835,19.0
670,LA,-93.69993,32.90623,27.0
671,IL,-87.83591,42.05603,48.0
672,VA,-77.044949,38.80516,19.0
673,CA,-117.125665,32.74815,18.0
674,MA,-70.55844,41.57795,38.0
675,WA,-122.902155,46.14154,19.0
676,NY,-73.67624,40.71242,18.0
677,MD,-76.64035,39.14774,24.0
678,MS,-88.208485,34.801995,10.0
679,TX,-94.78887,32.53293,52.0
680,NC,-82.55476,35.62196,115.0
681,NY,-78.47422,42.5296,24.0
682,KS,-100.9268,37.05635,48.0
683,OK,-96.61718,34.83691,15.0
684,NC,-81.52667,35.739925,20.0
685,KY,-84.8455,38.20321,20.0
686,NC,-82.29368,35.91538,16.0
687,OK,-94.565963,35.824441,0.0
688,CA,-117.282715,34.41805,20.0
689,OH,-84.13763,39.87934,19.0
690,TX,-98.550721,29.489915,48.0
691,KY,-84.87113,36.81875,25.0
692,MN,-96.724177,46.875735,24.0
693,IN,-85.70443,41.6546,20.0
694,MA,-71.05549,42.363065,18.0
695,NE,-103.683244,41.877276,81.0
696,CA,-121.80054,37.23773,50.0
697,NV,-115.11918,36.04187,93.0
