,State Code,longitude,latitude,Courses Available
2382,CA,-122.01946,37.58949,48.0
2383,CA,-121.31028,38.67741,40.0
2384,FL,-80.29703,26.16753,20.0
2385,NC,-81.1746,35.923395,40.0
2386,MA,-71.04046,42.375655,43.0
2387,NJ,-74.58792,39.27221,23.0
2388,NY,-73.97326,40.67797,1.0
2389,OK,-99.89588,36.70944,72.0
2390,VA,-80.2703,36.63606,29.0
2391,IL,-87.605567,41.737945,29.0
2392,FL,-81.92546,28.93151,24.0
2393,UT,-111.85532,40.72551,7.0
2394,WA,-122.1753,47.67887,24.0
2395,IA,-94.679905,43.111725,19.0
2396,NY,-73.94871,40.80214,23.0
2397,NY,-73.99468,40.72519,24.0
2398,FL,-82.53149,28.02912,20.0
2399,PA,-75.12367,39.99735,20.0
2400,NM,-103.16057,32.74307,24.0
2401,WI,-87.61949,44.125445,62.0
2402,CA,-117.07084,32.9909,47.0
2403,VA,-76.58201,36.7754,19.0
2404,TX,-97.76407,30.30424,11.0
2405,KS,-94.696347,37.437715,281.0
2406,VA,-81.50653,36.84044,26.0
2407,PA,-75.212612,40.104415,39.0
2408,TX,-95.479585,30.32979,24.0
2409,LA,-90.20092,29.90993,40.0
2410,CA,-116.95816,33.76877,200.0
2411,OK,-95.832,36.08984,69.0
2412,NY,-73.233704,40.730425,96.0
2413,PR,-66.591364,18.218797,48.0
2414,PA,-75.11827,39.97782,57.0
2415,CA,-121.27283,38.73136,154.0
2416,RI,-71.357515,41.811205,10.0
2417,PA,-77.04201,39.86664,50.0
2418,MI,-83.04875,42.92884,20.0
2419,IN,-85.47653,39.36088,200.0
2420,MA,-71.1139,42.36167,1120.0
2421,TX,-96.80011,32.78053,24.0
2422,VA,-77.44912,37.51813,24.0
2423,NY,-73.85318,40.92471,18.0
2424,FL,-80.29338,25.70293,50.0
2425,FL,-80.23173,25.79899,120.0
2426,NY,-76.118,43.0297,160.0
2427,CA,-118.37594,34.03806,146.0
2428,FL,-87.279409,30.388045,24.0
2429,OH,-82.23556,38.846,54.0
2430,CA,-118.34255,33.90151,24.0
2431,NC,-78.50842,35.97952,24.0
2432,VA,-79.25291,37.32264,20.0
2433,PA,-74.968937,40.089352,20.0
2434,NY,-73.99988,40.72843,24.0
2435,VA,-77.66257,37.81386,20.0
2436,TX,-96.78752,32.84911,36.0
2437,IL,-88.433845,42.15327,60.0
2438,IN,-86.10231,39.72146,20.0
2439,CA,-122.215945,37.798835,20.0
2440,MI,-83.292237,42.097585,20.0
2441,DC,-77.075897,38.906525,57.0
2442,CA,-121.905225,37.26829,24.0
2443,LA,-91.26553,29.68433,20.0
2444,IL,-87.88974,41.50408,17.0
2445,TX,-95.51771,29.73508,20.0
2446,CA,-119.109455,35.383915,20.0
2447,FL,-80.187622,25.890217,24.0
2448,OH,-81.465523,39.42999,25.0
2449,CO,-104.980935,39.912285,48.0
2450,WA,-122.111925,47.358815,39.0
2451,CA,-122.09334,37.95871,47.0
2452,CA,-119.78327,36.30065,0.0
2453,FL,-81.624365,28.346245,48.0
2454,MN,-95.77737,44.44783,65.0
2455,NC,-79.57862,35.85364,20.0
2456,NY,-74.07074,41.526085,148.0
2457,CA,-117.20353,33.56544,24.0
2458,NJ,-74.21905,40.72884,96.0
2459,LA,-92.63914,32.52421,24.0
2460,SC,-82.358945,34.86892,151.0
2461,CA,-122.348675,37.9206,323.0
2462,FL,-80.183033,25.928589,24.0
2463,TX,-98.34674,29.55319,20.0
2464,AZ,-114.29733,34.14672,24.0
2465,OK,-95.40651,35.75288,139.0
2466,OK,-96.39398,34.00655,20.0
2467,NC,-77.8967,34.146025,19.0
2468,MN,-93.330284,44.943336,20.0
2469,OK,-94.565963,35.824441,67.0
2470,IL,-90.150743,38.909374,38.0
2471,MS,-91.03868,33.39729,20.0
2472,TX,-102.12933,32.0358,12.0
2473,IL,-87.62083,41.3549,24.0
2474,MA,-71.14939,42.35588,15.0
2475,VA,-77.242225,38.87223,46.0
2476,AL,-87.78992,30.8857,58.0
2477,FL,-82.186277,28.34231,48.0
2478,NV,-115.11638,36.27699,57.0
2479,NY,-73.10393,40.883105,18.0
2480,NY,-78.823045,43.035683,48.0
2481,KS,-94.69136,38.99622,24.0
2482,CA,-117.058545,33.99477,246.0
2483,CA,-121.15597,38.66833,20.0
2484,NC,-79.81694,36.06395,23.0
2485,MS,-89.14469,30.84523,23.0
2486,GA,-84.55931,30.90406,1.0
2487,OR,-117.285745,45.427675,37.0
2488,KY,-84.30611,38.3782,24.0
2489,CA,-116.226291,33.71452,24.0
2490,NV,-115.28027,36.11611,24.0
2491,MA,-71.04205,42.07425,24.0
2492,NC,-79.27619,36.07719,24.0
2493,OR,-123.03253,44.88903,24.0
2494,CA,-116.986955,32.837705,5.0
2495,IL,-89.63668,40.748475,24.0
2496,IL,-89.63082,40.567235,20.0
2497,PA,-79.75831,39.90806,48.0
2498,FL,-80.30883,25.88407,20.0
2499,NY,-73.998275,40.73592,24.0
2500,VA,-81.49238,36.84788,20.0
2501,AR,-94.557555,36.17595,20.0
2502,PA,-75.23203,40.02141,19.0
2503,LA,-93.21956,30.20599,20.0
2504,VA,-76.455725,37.118955,9.0
2505,OK,-96.75617,35.97869,23.0
2506,TX,-95.42196,29.74254,20.0
2507,MA,-71.30445,42.64972,18.0
2508,IN,-85.11341,41.0313,19.0
2509,OH,-80.97771,40.25726,10.0
2510,NY,-73.917565,40.87848,22.0
2511,VA,-77.472215,37.75803,33.0
2512,CA,-117.591645,33.959455,45.0
2513,OK,-95.966155,36.134225,20.0
2514,VA,-78.312535,37.899,24.0
2515,CT,-73.08068,41.32942,30.0
2516,GA,-83.99907,34.86341,19.0
2517,TX,-98.17753,29.16484,19.0
2518,WA,-119.98592,46.315145,40.0
2519,NY,-73.762565,42.742855,22.0
2520,MN,-92.09286,46.79215,120.0
2521,TX,-97.165545,31.521735,68.0
2522,CA,-118.00235,33.65831,24.0
2523,GA,-84.78846,31.77141,435.0
2524,TX,-95.37697,29.74148,20.0
2525,KY,-85.93744,37.02119,24.0
2526,PA,-75.308612,41.04035,24.0
2527,CA,-121.25053,38.74682,48.0
2528,FL,-81.73,26.213,23.0
2529,CT,-73.08327,41.33524,20.0
2530,NJ,-75.234231,39.42757,48.0
2531,IL,-90.228705,39.723665,24.0
2532,TX,-95.10895,29.57457,38.0
2533,LA,-90.24627,30.01989,24.0
2534,IL,-87.97316,41.845595,24.0
2535,FL,-80.13053,25.98502,422.0
2536,AZ,-110.85311,32.248955,20.0
2537,CO,-104.940385,39.730215,19.0
2538,OH,-81.92012,40.56413,19.0
2539,IL,-89.12335,41.37302,426.0
2540,GA,-84.36404,33.95605,19.0
2541,VA,-77.494045,37.428565,20.0
2542,CA,-117.89058,33.87383,372.0
2543,DC,-77.00748,38.95287,158.0
2544,MA,-72.62778,42.58685,12.0
2545,TX,-102.16182,32.02569,38.0
2546,TN,-84.1315,36.09933,24.0
2547,FL,-81.403885,28.391065,20.0
2548,TX,-94.73088,32.50219,3.0
2549,VA,-77.56195,37.53367,20.0
2550,OR,-122.68436,45.52376,20.0
2551,MI,-84.35048,46.49801,40.0
2552,CA,-118.63423,34.15806,11.0
2553,FL,-87.219472,30.510835,20.0
2554,AL,-85.41021,32.61756,24.0
2555,WA,-122.29352,47.15013,19.0
2556,CO,-104.774392,39.761695,31.0
2557,CA,-121.969135,37.26285,24.0
2558,WI,-90.18404,46.45007,44.0
2559,AZ,-110.84494,32.30941,23.0
2560,WI,-90.18404,46.45007,27.0
2561,TX,-97.087505,32.94068,43.0
2562,NY,-73.96064,40.77408,22.0
2563,KY,-84.28316,37.72932,20.0
2564,CA,-121.77134,37.30054,24.0
2565,CA,-118.31712,34.25987,195.0
2566,CA,-118.29054,34.06915,24.0
2567,FL,-80.24923,26.00976,20.0
2568,CA,-119.78008,36.30747,76.0
2569,PA,-80.161525,40.516785,64.0
2570,FL,-85.226828,30.77476,24.0
2571,NY,-73.85661,40.66982,40.0
2572,FL,-81.62625,30.17678,197.0
2573,CO,-105.094066,40.555205,39.0
2574,DE,-75.68446,39.3982,20.0
2575,PA,-80.17296,39.8918,20.0
2576,PR,-67.151403,18.177269,19.0
2577,IN,-85.19336,39.27017,40.0
2578,IN,-86.42507,41.21641,24.0
2579,NC,-81.653025,36.196485,24.0
2580,AK,-139.726901,59.545526,5.0
2581,ID,-116.54374,48.30792,19.0
2582,NY,-74.37929,41.73276,10.0
2583,OH,-81.455146,40.511735,20.0
2584,AR,-92.454137,35.566755,20.0
2585,CA,-117.77544,34.11755,24.0
2586,CA,-120.83651,37.05625,24.0
2587,IL,-87.63308,41.74185,99.0
2588,NY,-73.92121,40.700225,48.0
2589,IL,-88.205387,41.726255,18.0
2590,TX,-96.63548,33.22163,20.0
2591,CA,-116.77904,32.83726,23.0
2592,FL,-82.44151,27.99676,19.0
2593,NY,-77.938455,43.219595,95.0
2594,FL,-80.25123,25.84367,29.0
2595,MS,-88.66887,32.36903,20.0
2596,NV,-119.79871,39.48058,74.0
2597,FL,-87.219472,30.510835,24.0
2598,LA,-91.49229,32.45348,19.0
2599,CA,-121.77203,36.93496,190.0
2600,CA,-123.805385,39.440855,22.0
2601,OK,-100.51666,36.8094,10.0
2602,UT,-111.98751,40.54396,37.0
2603,AZ,-112.046477,33.507905,48.0
2604,TX,-96.71008,33.0702,18.0
2605,TX,-96.698315,30.54003,19.0
2606,CA,-118.43103,34.14854,140.0
2607,ID,-116.93439,44.070185,20.0
2608,PA,-75.1834,40.99017,25.0
2609,TX,-97.715716,30.362585,19.0
2610,FL,-80.16521,25.88312,38.0
2611,FL,-80.3785,27.586235,40.0
2612,VA,-82.10211,37.278035,24.0
2613,MA,-72.03631,42.076275,20.0
2614,TX,-95.08225,30.34239,36.0
2615,FL,-81.50436,30.35972,24.0
2616,OH,-84.59979,39.24916,40.0
2617,AR,-94.5126,36.183295,20.0
2618,AZ,-112.339202,33.508565,120.0
2619,TX,-95.91166,33.23692,20.0
2620,NC,-80.302035,36.08169,24.0
2621,CA,-124.14248,40.78343,35.0
2622,LA,-92.016325,30.10867,19.0
2623,AR,-91.63111,35.76905,44.0
2624,NJ,-74.3648,40.1152,15.0
2625,FL,-80.36038,25.77106,72.0
2626,CA,-114.607622,34.840114,24.0
2627,FL,-80.34709,25.88941,22.0
2628,MA,-70.288895,41.652515,12.0
2629,CA,-117.75035,34.04312,892.0
2630,CA,-116.229875,33.71522,35.0
2631,VA,-77.44543,38.89548,19.0
2632,TX,-97.00926,30.65152,47.0
2633,MS,-88.709155,34.30901,48.0
2634,CA,-121.261675,38.67934,72.0
2635,TX,-95.03891,29.40399,79.0
2636,KY,-85.888515,37.734705,20.0
2637,NC,-83.38657,35.173232,19.0
2638,WA,-122.26764,47.82028,24.0
2639,NY,-73.85315,40.85288,24.0
2640,FL,-80.38166,25.700015,336.0
2641,MN,-93.52845,47.20763,60.0
2642,NY,-73.65843,42.73996,38.0
2643,WA,-122.497234,48.774395,24.0
2644,GA,-83.365165,33.975625,20.0
2645,NC,-77.87219,34.28953,24.0
2646,NY,-78.80017,42.979025,19.0
2647,CA,-118.19103,33.80481,17.0
2648,NC,-79.864886,36.015985,0.0
2649,TX,-96.740768,32.939505,20.0
2650,NY,-78.87672,43.05053,24.0
2651,FL,-81.758405,30.30178,200.0
2652,TX,-95.302695,32.293895,0.0
2653,TX,-95.526389,29.536644,24.0
2654,FL,-82.55862,28.5281,20.0
2655,KY,-84.59313,38.9759,20.0
2656,FL,-81.36571,28.59778,48.0
2657,TX,-97.094163,33.040835,40.0
2658,WI,-87.907769,43.104365,24.0
2659,MD,-76.63507,39.11716,13.0
2660,PA,-76.69145,40.26409,40.0
2661,NE,-97.091022,40.90976,15.0
2662,WA,-122.694345,47.657815,24.0
2663,AZ,-110.996445,32.39587,48.0
2664,CT,-73.034918,41.240395,24.0
2665,TX,-97.29153,32.85941,126.0
2666,PR,-66.1654473,18.103745,21.0
2667,AL,-86.31712,32.351275,24.0
2668,VA,-82.04432,36.90094,20.0
2669,ME,-69.90892,43.90944,5.0
2670,MI,-84.80037,44.02077,20.0
2671,TX,-95.688737,29.7004,24.0
2672,IL,-88.03289,42.41061,19.0
2673,IN,-87.467857,41.49003,19.0
2674,GA,-83.735475,32.92699,24.0
2675,GA,-83.846514,34.292008,24.0
2676,TX,-95.55997,29.69072,16.0
2677,CA,-120.59481,37.36203,20.0
2678,LA,-90.98846,30.25413,56.0
2679,MD,-75.58101,38.36839,488.0
2680,IA,-93.11217,41.3117,110.0
2681,GA,-83.72215,32.74472,20.0
2682,TX,-95.300025,32.33047,20.0
2683,WA,-117.436285,47.68018,15.0
2684,PA,-74.7985,41.33242,47.0
2685,CA,-124.155554,40.59798,20.0
2686,GA,-84.35618,33.619565,96.0
2687,OH,-84.05917,39.76224,18.0
2688,ID,-116.352435,43.58324,48.0
2689,FL,-80.08828,26.79522,24.0
2690,NY,-73.97365,40.7927,24.0
2691,AZ,-110.83283,32.22165,24.0
2692,TX,-96.99981,28.820035,20.0
2693,TX,-106.269137,31.79294,48.0
2694,IL,-87.72416,39.00714,48.0
2695,TN,-90.04527,35.1556,26.0
2696,NY,-73.46926,44.701,103.0
2697,CA,-117.52017,33.8914,24.0
2698,GA,-84.93013,34.767315,20.0
2699,OH,-81.93413,40.82112,19.0
2700,PR,-66.28,18.46,40.0
2701,NV,-119.78119,39.55624,19.0
2702,MS,-90.66099,33.4577,20.0
2703,NM,-108.160885,36.751515,20.0
2704,NY,-77.70794,43.19139,140.0
2705,GA,-82.02194,33.50879,18.0
2706,LA,-93.70641,32.532975,48.0
2707,GA,-83.18095,32.17938,236.0
2708,NJ,-74.23355,40.40746,6.0
2709,TX,-97.46563,25.921795,24.0
2710,TX,-106.34841,31.729435,351.0
2711,FL,-81.649972,30.4287,200.0
2712,NY,-73.91275,41.93531,10.0
2713,OH,-84.31378,39.49844,7.0
2714,FL,-81.3909,28.661425,39.0
2715,NJ,-74.57039,40.90497,96.0
2716,CA,-121.50623,38.670365,16.0
2717,CA,-117.11393,33.02131,24.0
2718,IN,-87.40695,37.97838,24.0
2719,TX,-97.95056,29.56863,20.0
2720,VA,-77.14122,38.76982,19.0
2721,NY,-73.663635,40.999015,24.0
2722,MI,-85.58134,43.21973,18.0
2723,FL,-82.5052,28.05063,24.0
2724,TN,-84.086555,36.1692,49.0
2725,IL,-87.64539,41.837605,15.0
2726,TX,-97.11366,33.17535,43.0
2727,SC,-82.70348,34.88466,20.0
2728,CO,-104.718785,40.38323,20.0
2729,VA,-76.448373,37.021735,17.0
2730,CA,-122.17765,37.76649,16.0
2731,VA,-79.27963,37.11673,24.0
2732,IL,-88.01971,42.27527,24.0
2733,SC,-80.33568,33.9247,133.0
2734,TX,-97.96982,26.18069,106.0
2735,CT,-72.92618,41.690385,40.0
2736,NY,-77.57593,43.1881,53.0
2737,KY,-85.58006,38.206,24.0
2738,NY,-73.87017,40.65298,19.0
2739,NY,-78.162905,42.9952,86.0
2740,MT,-108.53079,45.76993,19.0
2741,CT,-72.74561,41.78424,48.0
2742,NJ,-73.95682,40.96937,24.0
2743,CO,-105.10309,40.17722,14.0
2744,CT,-72.682166,41.75383,19.0
2745,TN,-85.48093,36.1767,24.0
2746,MS,-89.128862,32.769888,20.0
2747,CA,-117.60989,34.10718,20.0
2748,MN,-94.825884,45.674595,6.0
2749,OR,-122.866915,45.474995,48.0
2750,FL,-82.74557,27.96116,24.0
2751,NC,-77.38295,35.57888,20.0
2752,CO,-104.86147,39.4059,23.0
2753,TX,-96.805055,32.954735,24.0
2754,IL,-88.42889,42.15155,120.0
2755,NC,-81.89907,35.33522,60.0
2756,DC,-77.06359,38.90866,24.0
2757,CA,-121.88074,37.69398,55.0
2758,PA,-75.67112,40.84478,43.0
2759,FL,-82.45782,27.93753,117.0
2760,CA,-121.642445,37.11363,24.0
2761,CA,-117.31991,34.12144,100.0
2762,WI,-88.01128,44.502083,92.0
2763,OR,-122.731635,44.397225,120.0
2764,CT,-72.71685,41.765935,15.0
2765,TX,-95.41812,29.71796,17.0
2766,TX,-96.8373,32.864535,23.0
2767,NY,-73.954875,40.587305,18.0
2768,OH,-84.58118,40.85027,16.0
2769,KS,-94.62983,38.956105,19.0
2770,WI,-88.094928,42.982625,17.0
2771,NY,-73.91434,40.685112,48.0
2772,PA,-76.80173,40.89056,24.0
2773,TX,-97.45243,29.517575,24.0
2774,CA,-118.0696,34.07007,214.0
2775,MN,-95.598155,43.62202,25.0
2776,IL,-89.36421,40.79039,24.0
2777,WA,-122.54059,47.81154,45.0
2778,AL,-86.9587,34.78813,31.0
2779,NJ,-74.58514,39.97203,19.0
2780,GA,-83.68582,32.61649,20.0
2781,TX,-95.21589,29.97984,1.0
2782,TX,-101.85874,33.59124,144.0
2783,FL,-82.582,28.85777,18.0
2784,WV,-80.72251,40.06799,20.0
2785,TX,-97.22136,31.49791,20.0
2786,GA,-85.50986,34.86577,20.0
2787,IL,-88.08064,42.00581,24.0
2788,CA,-117.574142,34.10851,48.0
2789,TX,-96.8252,32.68375,13.0
2790,CA,-117.5419,33.84786,209.0
2791,FL,-80.205002,26.22783,32.0
2792,IN,-85.12002,41.01443,24.0
2793,NY,-73.99772,40.74605,24.0
2794,PA,-75.25259,40.23296,40.0
2795,NM,-103.23359,34.42118,12.0
2796,LA,-92.640095,32.543605,19.0
2797,WA,-122.095947,47.926775,24.0
2798,NE,-95.95636,41.27953,178.0
2799,CA,-117.86533,33.78218,89.0
2800,TN,-86.629455,36.061415,37.0
2801,NV,-115.314889,36.283864,23.0
2802,OH,-83.00242,40.1632,24.0
2803,AZ,-112.2361,33.47974,20.0
2804,NJ,-74.32328,40.3839,20.0
2805,NJ,-74.4239,40.54119,24.0
2806,NJ,-74.23332,40.68427,48.0
2807,IN,-86.12342,40.00739,47.0
2808,CA,-118.070965,33.83194,48.0
2809,VA,-76.25307,36.9542,80.0
2810,PA,-75.18089,40.068825,20.0
2811,IL,-87.84815,41.50706,36.0
2812,NY,-74.04089,41.10992,39.0
2813,IN,-86.14693,39.41567,48.0
2814,LA,-90.37914,29.56086,18.0
2815,CA,-116.9991,33.94727,17.0
2816,TX,-93.98489,29.94967,24.0
2817,FL,-82.58751,27.46265,24.0
2818,OK,-95.61481,34.231285,5.0
2819,NC,-80.742798,36.486891,17.0
2820,AR,-92.67243,33.21852,24.0
2821,IN,-85.769125,39.79905,24.0
2822,FL,-80.11438,26.57431,39.0
2823,VA,-77.73323,37.39108,23.0
2824,NJ,-74.27831,40.12668,21.0
2825,NC,-80.27177,36.09036,20.0
2826,TX,-97.183443,32.836555,20.0
2827,IL,-88.24702,42.437565,23.0
2828,MI,-83.20437,42.27883,11.0
2829,TX,-99.75396,29.23476,16.0
2830,FL,-82.110989,29.944025,59.0
2831,FL,-82.701031,27.84092,39.0
2832,CA,-121.05071,37.700835,48.0
2833,MA,-73.19965,42.46785,19.0
2834,ID,-112.34727,43.19332,48.0
2835,GA,-83.48816,32.30637,20.0
2836,NJ,-75.01825,39.81157,18.0
2837,WA,-118.73227,48.65287,12.0
2838,TX,-99.782535,29.21108,20.0
2839,FL,-80.24912,26.25971,24.0
2840,CO,-104.644275,38.244785,20.0
2841,NC,-81.1746,35.923395,16.0
2842,AL,-87.57121,33.234925,24.0
2843,NJ,-74.2122,40.77782,24.0
2844,GA,-81.41804,31.80273,110.0
2845,WI,-89.520005,43.077045,24.0
2846,MN,-96.44607,45.31526,20.0
2847,TN,-87.33098,35.24126,24.0
2848,PA,-80.09497,42.11301,20.0
2849,IN,-85.007534,41.128815,17.0
2850,NJ,-74.76841,41.05769,72.0
2851,KS,-99.29655,39.24756,20.0
2852,PA,-79.551305,40.3163,238.0
2853,MI,-83.69233,42.98908,20.0
2854,CA,-117.146011,32.914155,8.0
2855,IL,-88.010708,41.889139,13.0
2856,MN,-93.60111,44.82785,20.0
2857,IL,-88.376145,41.718975,18.0
2858,TX,-96.63209,32.32489,48.0
2859,TX,-95.267195,30.000554,12.0
2860,TX,-95.46321,29.96487,23.0
2861,FL,-81.20825,28.61151,19.0
2862,NY,-73.70047,40.73976,48.0
2863,MA,-71.64296,42.320365,24.0
2864,NJ,-74.04299,40.2266,96.0
2865,MN,-91.61998,44.0289,24.0
2866,KY,-84.50811,39.07703,40.0
2867,WI,-89.251664,45.92825,0.0
2868,FL,-82.73045,27.77168,23.0
2869,WI,-87.92239,43.31944,20.0
2870,NY,-74.452208,41.467939,20.0
2871,WV,-81.80519,38.41069,21.0
2872,CT,-73.425287,41.13639,48.0
2873,NJ,-74.57875,40.90972,19.0
2874,MN,-93.79313,46.19615,44.0
2875,IA,-94.86772,42.05686,25.0
2876,MI,-83.05211,42.348105,20.0
2877,KS,-97.30847,37.69451,20.0
2878,IN,-85.155535,39.816505,24.0
2879,MT,-104.17341,47.71423,5.0
2880,AK,-149.44264,60.101315,15.0
2881,IL,-90.08144,38.86505,40.0
2882,NY,-73.999725,41.927285,36.0
2883,OK,-99.396535,36.43635,39.0
2884,WV,-82.37266,38.41056,300.0
2885,TX,-95.44884,29.044525,40.0
2886,FL,-80.11183,26.23215,21.0
2887,OH,-82.98738,38.74504,341.0
2888,NC,-80.76632,35.34206,23.0
2889,MA,-71.02588,42.48072,20.0
2890,IL,-87.604955,41.788904,280.0
2891,CA,-122.1586,37.43944,24.0
2892,IN,-85.776385,38.36732,36.0
2893,NH,-71.52887,43.19465,7.0
2894,GA,-85.12294,34.91619,39.0
2895,NJ,-74.02837,40.29545,4.0
2896,CA,-121.59331,39.14515,17.0
2897,NJ,-74.23315,40.78503,28.0
2898,MT,-108.58005,45.75757,24.0
2899,MN,-92.50356,44.06295,20.0
2900,FL,-81.506975,28.3895,18.0
2901,TX,-96.478715,31.68433,20.0
2902,FL,-81.445815,27.473045,24.0
2903,FL,-80.051696,26.725235,110.0
2904,FL,-82.435272,28.032075,24.0
2905,CA,-117.57859,34.08079,24.0
2906,HI,-157.75614,21.38166,10.0
2907,FL,-80.148215,26.51383,23.0
2908,NC,-78.80768,34.76388,40.0
2909,MA,-71.22093,41.75508,19.0
2910,TX,-97.46315,32.67949,23.0
2911,LA,-93.36002,30.22776,20.0
2912,TX,-98.16019,29.71338,0.0
2913,KY,-84.72938,38.05287,24.0
2914,IL,-87.80816,42.19082,12.0
2915,MA,-71.08259,42.30895,96.0
2916,NE,-96.638555,40.81794,54.0
2917,FL,-81.562627,28.44875,50.0
2918,TX,-98.576097,29.408335,36.0
2919,AZ,-112.23471,33.64889,20.0
2920,PA,-78.91155,40.3004,20.0
2921,UT,-111.87322,40.5884,31.0
2922,IN,-85.22303,39.30524,18.0
2923,AZ,-112.275198,33.709695,20.0
2924,TX,-95.64512,29.72943,24.0
2925,TX,-97.131215,32.583815,24.0
2926,AL,-88.075845,30.60803,40.0
2927,AZ,-112.23043,33.57912,48.0
2928,NJ,-74.43162,40.74541,16.0
2929,LA,-92.640095,32.543605,37.0
2930,TN,-89.848566,35.03588,24.0
2931,WV,-77.99285,39.43757,20.0
2932,NY,-78.752348,42.803435,48.0
2933,PA,-75.92104,40.33513,20.0
2934,CO,-105.080195,39.70743,20.0
2935,IL,-90.15337,42.09087,20.0
2936,TX,-98.86897,30.27833,0.0
2937,TX,-94.14303,30.08453,39.0
2938,WI,-88.15596,44.022315,20.0
2939,IL,-89.57513,40.73137,272.0
2940,TX,-97.857115,30.011675,72.0
2941,OH,-82.9374,39.61096,39.0
2942,PA,-80.034485,40.52164,25.0
2943,MD,-77.06536,39.10901,18.0
2944,NY,-73.68778,41.32573,21.0
2945,TX,-95.337325,29.658305,24.0
2946,LA,-90.142005,30.002555,88.0
2947,PA,-78.23814,40.67569,20.0
2948,VA,-76.14271,36.89375,19.0
2949,TX,-97.77537,30.20566,33.0
2950,TX,-95.81397,29.69925,319.0
2951,NJ,-74.249065,40.713555,24.0
2952,TX,-97.1444,32.59002,24.0
2953,NY,-75.914373,44.332023,42.0
2954,DC,-77.06985,38.95528,45.0
2955,TX,-98.210242,26.18343,17.0
2956,AZ,-112.358562,33.66111,20.0
2957,NC,-82.52621,35.45086,40.0
2958,PA,-75.39325,40.28623,23.0
2959,MA,-71.7327,42.16021,24.0
2960,AZ,-112.29042,33.6382,20.0
2961,PA,-80.12682,40.2699,60.0
2962,IA,-92.41293,40.75033,31.0
2963,SD,-96.74299,43.5356,120.0
2964,MA,-70.48874,41.61699,16.0
2965,CT,-72.74254,41.763605,10.0
2966,NY,-76.004837,42.093765,24.0
2967,CO,-105.020012,39.62467,29.0
2968,MO,-89.96747,36.80745,100.0
2969,AR,-90.77747,35.25331,16.0
2970,PA,-75.431825,40.12876,24.0
2971,TX,-95.2899,29.67668,24.0
2972,NC,-80.8562,35.26375,24.0
2973,MI,-83.814215,43.060595,20.0
2974,PR,-66.16534,18.38601,73.0
2975,KS,-101.72639,39.33432,33.0
2976,AZ,-112.393174,33.62463,48.0
2977,CA,-118.451075,35.147715,120.0
2978,MI,-83.312715,42.94343,20.0
2979,OR,-122.59948,45.36837,24.0
2980,TX,-97.68818,30.561125,0.0
2981,PA,-79.17396,40.60516,20.0
2982,CA,-117.12722,33.51012,45.0
2983,NY,-73.86694,41.31077,17.0
2984,TX,-97.70589,30.28572,24.0
2985,MN,-96.43409,45.56273,5.0
2986,CT,-72.99847,41.53767,20.0
2987,NM,-106.55028,35.10269,24.0
2988,MI,-83.51856,42.52534,19.0
2989,CA,-121.60719,39.76007,20.0
2990,IL,-89.92262,41.22106,304.0
2991,AZ,-114.652112,32.71227,30.0
2992,MD,-76.56702,39.27696,15.0
2993,IL,-87.93266,42.20163,12.0
2994,CA,-121.48327,38.57646,20.0
2995,VA,-80.779495,37.050175,26.0
2996,CA,-122.26603,37.83801,57.0
2997,NE,-95.9759,41.25449,350.0
2998,LA,-92.00661,30.24307,39.0
2999,GA,-83.911605,33.841515,97.0
3000,IL,-89.11414,42.313295,39.0
3001,SC,-82.45158,34.851475,16.0
3002,CA,-122.44063,37.78351,161.0
3003,FL,-82.19061,28.26948,48.0
3004,NJ,-74.29725,40.6917,96.0
3005,WV,-81.49932,38.45907,20.0
3006,CA,-122.16145,37.43962,48.0
3007,TX,-95.219541,29.786135,72.0
3008,CA,-118.16561,33.96952,48.0
3009,IL,-89.626725,40.79011,20.0
3010,VA,-79.17182,37.41309,24.0
3011,GA,-83.12446,34.284035,20.0
3012,MA,-71.194035,42.57851,49.0
3013,TX,-97.86471,30.011405,20.0
3014,TX,-100.24684,35.23339,48.0
3015,LA,-91.46206,30.68333,0.0
3016,NY,-74.12143,40.607935,24.0
3017,NC,-80.61161,35.47649,40.0
3018,AZ,-112.095508,33.589236,96.0
3019,TX,-95.26641,31.95691,24.0
3020,TX,-94.41228,33.45973,73.0
3021,CO,-104.644275,38.244785,48.0
3022,VA,-76.21304,36.81806,24.0
3023,MI,-83.628885,42.806845,24.0
3024,DE,-75.6623,38.64179,63.0
3025,NC,-79.350415,34.73679,64.0
3026,KY,-84.28316,37.72932,23.0
3027,IN,-86.20557,39.9768,18.0
3028,FL,-80.229745,26.706725,23.0
3029,IL,-88.33949,42.00403,20.0
3030,CA,-121.2471,36.32944,20.0
3031,IN,-84.99668,41.661375,73.0
3032,CT,-72.92336,41.548355,70.0
3033,NC,-80.865985,35.799945,13.0
3034,GA,-82.36294,31.78484,40.0
3035,AR,-94.41797,35.37711,46.0
3036,TX,-95.37713,29.71425,44.0
3037,FL,-85.66799,30.18745,23.0
3038,WI,-87.70176,44.078915,20.0
3039,NY,-73.5515,40.66609,24.0
3040,LA,-89.96367,29.94275,20.0
3041,MA,-71.10239,42.13478,59.0
3042,NJ,-74.27507,40.26007,18.0
3043,TX,-106.42779,31.86932,48.0
3044,CO,-104.8355,39.742305,52.0
3045,TN,-82.40008,36.35529,23.0
